,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value
Organic cation/anion/zwitterion transport,0.027825943223146438,0.14644776244398597,2.775966944497754,0.22487004352145926,1.1486714630941415,2.4594462367054204,0.09165804408760617,0.7352687827382499,0.8850232692250077,0.658135895571298,0.007124279107210465
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,0.23284577866038325,0.03836359705615339,1.714816860792061,0.03781889766734621,0.4814747211290356,0.5421172707708226,0.08980075065587077,0.005733590713796253,0.025520651274027292,0.5921446151759994,0.011572518879454664
LDL clearance,0.03976961763171211,0.12743982506674215,1.2267268311619854,0.07295871044359171,0.0781620811304274,0.16833484725458062,0.08980075065587077,0.030682395683755394,0.07668151573371075,0.08843540826184253,0.01618948511114512
TRKA activation by NGF,0.23568935495304644,0.4457537582704565,0.20070599889578858,0.0851617464398604,0.05255676928043215,0.13375560645634613,0.08954588961626801,0.002150506895865547,0.01463596456215758,0.11994005632715563,0.0033960572872650217
Diseases of Base Excision Repair,0.36978221650325277,0.3738339269147628,1.5765998458446704,0.08708846460859021,0.4701084795430074,0.007566367999234463,0.08886583456690918,0.22878505289322768,0.01734078670414385,0.05141182081338968,0.011572518879454664
tRNA modification in the mitochondrion,0.013705776820577558,0.11449409849059523,0.05438386183943412,0.019978086309977664,0.15707052637549127,0.01706675658976687,0.0880772860354457,0.029114144279860577,0.07180435893200297,0.11706305534797116,0.0205705867406578
Interleukin-12 signaling,0.01096798839178034,0.1892000289056314,1.134498068950351,0.1885392828936962,1.1604505549488715,1.6179528326213726,0.088015915149598,0.028335979236740534,0.07611526563666107,0.9606825201252963,0.011572518879454664
Metabolism,0.010855457619722873,0.020592204564592632,1.388618435843863,0.08708846460859021,0.1606095431765933,0.2648923143647834,0.08752664958999451,0.05868925762185237,0.07611526563666107,0.0556587865795909,0.02016188346434391
Immune System,0.5871399541177291,0.08454148248180446,1.5752818880449317,0.040128531640967476,1.151753512681227,0.8660239391563063,0.08752664958999451,0.04208923566506834,0.06391780198832335,2.2921654368553974,0.0205705867406578
PKA-mediated phosphorylation of key metabolic factors,0.050964767882146794,0.0041415130067379066,1.3482079735517714,0.12857238635194013,0.07469916000235856,0.06075067199910131,0.08738036911002955,0.07667912028584895,0.03175321393845147,0.17625954739630023,0.011572518879454664
Defective CD320 causes methylmalonic aciduria,1.1351906097305582,0.30898640813518796,0.12320056379487969,0.7031868923377126,0.5436672648968438,0.5104936536162274,0.0857492026506151,0.006597024143081328,0.1871199268010345,0.12478120419295373,0.0205705867406578
LDL remodeling,0.5230087774756759,0.09750429059926996,0.4307682425486653,0.05504006222605295,0.0781620811304274,0.05356859453155072,0.08548231666583256,0.38238818774612987,0.0586262897676913,0.1985789876707856,0.014140972406075477
Trafficking of myristoylated proteins to the cilium,0.21976970452779834,0.2703182258101548,1.5127994886930334,0.06479554906213462,0.03561443896734106,0.20934293548445795,0.08548231666583256,0.42045726497195907,2.2676167135812912,0.009918187540673437,0.00448481198252406
Toll Like Receptor 3 (TLR3) Cascade,0.12889727252118025,0.0010933987739253945,0.375007335835627,0.09531592600590749,0.02298568006733588,0.04922858444971383,0.08511322455847686,0.18806212456272603,0.14101832683120588,0.07964095050424722,0.011572518879454664
COPI-independent Golgi-to-ER retrograde traffic,0.04906298173332587,4.4900356504422724e-05,0.2659413955255839,0.01542989060252385,0.021584098702548498,0.008102871127066383,0.08507779278542565,0.15379312748558766,0.030516063692681818,0.03857356363246022,0.0205705867406578
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,0.3171815744145279,0.0053867859109118675,0.5755794680513759,0.1571110650443636,0.09691630179636647,0.08211844345520398,0.08437227554116841,0.09077758856410899,0.6634546103165839,0.02429264708833769,0.0205705867406578
Signaling by SCF-KIT,0.5287001078421139,0.007995462566028908,1.6630134326478534,0.03895047266503569,1.1092720608357878,1.5610285587844617,0.08416067689358396,0.2683429643454477,0.039074679248526166,2.5598649315967883,0.0205705867406578
Methylation,0.015514608610247756,0.19098423175267798,0.046305427621700354,0.33984168617488225,0.04480239218561386,0.13051390289244322,0.08410212388206227,0.2228586552593793,0.11729827520505984,0.23128455177020601,0.0205705867406578
MAPK1 (ERK2) activation,0.20354675552506327,0.22514288361677945,0.43564022041896094,0.1862315538232208,0.0754509647730105,0.07603418626008682,0.08384790733677691,0.2022416648446011,0.07668151573371075,0.3481780813840724,0.01618948511114512
Signaling by NTRK1 (TRKA),0.09849318662069617,0.10712700013531351,1.104402810752373,0.021863685742455053,0.031584109380245355,0.010993884992172397,0.08384790733677691,0.2228586552593793,0.039074679248526166,0.13962582701390572,0.0205705867406578
Vasopressin-like receptors,0.090403288308873,0.010121888883713778,0.5674364270289716,0.6171369888103991,0.0869695462281115,0.013714540679255264,0.08323796613400179,0.07667912028584895,0.031930747263887276,0.1160478892101799,0.0205705867406578
Intraflagellar transport,0.0019396274942718448,0.15317597758155474,4.541440894856263,0.7409332693639341,1.6456743347799596,3.2808981026792385,0.08273845408387363,0.030682395683755394,0.9622629970369996,1.6742944636089963,0.006067741264086045
Signaling by plasma membrane FGFR1 fusions,0.23613941238384326,0.1833131234746743,0.1394469077456641,0.06468882239810851,0.010555934403801707,0.03598091331335033,0.08273845408387363,0.04979680326916336,0.6934331636990404,0.002747573479796263,71.52526462257775
Defective ABCA1 causes Tangier disease,0.4976875128242022,0.5144080588635054,1.2768811698739144,0.06184669650093062,0.32679612347219955,0.08196389595056752,0.08273845408387363,0.04149061400389748,0.16870565813535737,0.782502205050572,0.01618948511114512
Activation of AKT2,2.04224410327647,0.6159722968467045,1.0202110089583871,0.8310027657315503,0.26954001648567144,0.017972947256991476,0.08237304589813392,0.013316978225966213,0.055386994511058614,0.056676638032138196,0.00878080713513573
Inactivation of CDC42 and RAC1,0.07703422940038782,0.7272974824295224,0.8239290681994195,0.021863685742455053,0.11097215726715728,0.008102871127066383,0.08237304589813392,0.042954437157975645,0.02752021821728584,0.030331417706986465,0.012721298471160766
Organic cation transport,0.0033739907461404605,0.06567152611574525,2.771383486390108,0.29399463820603416,1.1486714630941415,2.709022371906576,0.08237304589813392,0.7940077814948181,0.9304700165474898,0.6584608973015957,0.006067741264086045
SHC1 events in ERBB4 signaling,0.17525544285712868,0.15317597758155474,1.2230222128152852,0.26393033379574793,0.0896452700605275,0.4183119542451981,0.08237304589813392,0.14575070069132573,0.15540537366311521,0.0428718226269311,0.01618948511114512
Vitamin B5 (pantothenate) metabolism,0.11829664816532938,0.1977950983731919,0.23393703303934194,0.5442087601993162,0.11097215726715728,0.12719388662248193,0.08225308129867265,0.008445947038710865,0.040273174201230055,0.13434401646661792,0.007124279107210465
Toxicity of botulinum toxin type C (BoNT/C),0.19461456317113576,0.1667008674221209,0.3537427463193035,0.28890689020573873,0.02059570061899338,0.07901405116820209,0.08172529408554625,0.03694550966640576,0.10559997552105035,0.43390627832026335,0.0205705867406578
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,0.14065260697253998,0.010121888883713778,0.28288263285100695,0.08708846460859021,0.12169068109622083,0.1139603113404419,0.08088234712186407,0.09209200423154311,0.043434371875588115,0.1394291995060592,0.01141088414359169
Toll-like Receptor Cascades,0.3275171146823764,0.047296757520512295,1.763332514958815,0.02028154630791111,0.7001804610064081,0.6423283958012939,0.07929481609036826,0.05720393461787741,0.06833653150247711,1.40541263272226,0.0205705867406578
Defective Mismatch Repair Associated With PMS2,0.147954011053134,0.17448307584939887,0.11188056374890323,0.42624493400652436,0.0063343591786294865,0.007174308357093825,0.07909859997794556,0.04423264843736291,0.030516063692681818,0.05249371969866858,0.007124279107210465
Defective Mismatch Repair Associated With MLH1,0.147954011053134,0.17448307584939887,0.11188056374890323,0.42624493400652436,0.0063343591786294865,0.007174308357093825,0.07909859997794556,0.04423264843736291,0.030516063692681818,0.05249371969866858,0.007124279107210465
Innate Immune System,0.6741155046526034,0.01931992556180061,1.9226559244891273,0.024883849212165285,1.1486714630941415,0.7630248387242651,0.07909859997794556,0.04700209668236451,0.0852960245257576,2.1221688816614472,0.0205705867406578
GABA synthesis,0.1830783700478035,0.10712700013531351,0.09576478076672246,0.09382277353797774,0.11337159664703214,0.04925547875421639,0.07909859997794556,0.030682395683755394,0.2358542941012698,0.1441311465069044,0.00448481198252406
Axonal growth inhibition (RHOA activation),0.12766866179090405,0.21210917706269808,0.03558029841029011,0.8782618407323383,0.042883502253188314,0.22803890657498677,0.07909859997794556,0.023350075651477155,0.03175321393845147,0.02809639568984202,0.0205705867406578
Signaling by TGF-beta family members,0.13089174650325505,0.09882270970747001,1.752271226929834,0.033647971565062926,0.021584098702548498,0.2601982429331666,0.0789846771779391,0.013794874063355852,0.07611526563666107,0.2256484396028375,0.017856601285202563
NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,0.11230275123788597,0.03410327831374718,1.134498068950351,0.041836374858815056,0.15770877687643883,0.007387128111774334,0.0789846771779391,0.013794874063355852,0.0027734408166994523,0.23534884126552966,0.0205705867406578
Signaling by Interleukins,0.42294365561005925,0.004873301850297187,1.6811044415727778,0.03822035497783478,1.1486714630941415,1.2780672351078046,0.07870844064466186,0.08911468664297456,0.030516063692681818,1.8803118094632187,0.0205705867406578
Type II Na+/Pi cotransporters,0.08348767646804651,0.6835954940949582,0.21366335546851473,0.06250755363828936,0.09738887160006676,0.10191452212151264,0.07816500696115607,0.06479040175767851,0.05119211489143386,0.15521654730870543,0.017856601285202563
Suppression of phagosomal maturation,0.10230987840687653,0.019664487957931458,0.32150650318141033,0.24639372047704794,0.04494680119447663,0.02898957813124477,0.07816500696115607,0.0029312849590641156,0.17593450388388146,0.11115124099077353,0.007124279107210465
Intra-Golgi and retrograde Golgi-to-ER traffic,0.3690109118129662,0.5593189608125851,0.17057753583601612,1.2992595480741163,0.0754509647730105,0.04183763608130461,0.07816500696115607,0.11872461082365315,0.03966664782335072,0.45478058452625514,0.007124279107210465
Beta oxidation of octanoyl-CoA to hexanoyl-CoA,0.21057480295641529,0.12395594410105504,0.6769829842761298,0.29399463820603416,0.042883502253188314,0.2075706730590841,0.07816500696115607,0.04979680326916336,0.4869749319096709,0.04036529614052041,0.019381876640583485
ABO blood group biosynthesis,0.1705449499113051,0.413179443667777,0.0003183280143525356,0.2869566855754432,0.007182657011358222,0.11689363137095393,0.07816500696115607,0.08991549765961408,0.49495658888415034,0.3408966628846229,0.0205705867406578
FRS-mediated FGFR2 signaling,0.015514608610247756,0.06128980885775927,0.9781569311367558,0.23805620693469962,0.010541182902664753,0.060688185096784704,0.07816500696115607,0.034666081693411656,0.025656239224022985,0.08012792825191113,0.010196603360476397
Regulation of signaling by CBL,1.0844251620651313,0.16210452457481903,0.7609160372866921,0.05805330163677407,1.0605713184160739,0.35970942656212734,0.07816500696115607,0.04123093021546259,0.02459191912677907,3.1438715693371213,0.0205705867406578
Defects in biotin (Btn) metabolism,0.3178087019077076,0.07813874741595049,0.06216091575251691,0.4326348714963187,0.0717962617116824,0.007566367999234463,0.07816500696115607,0.36417973836805567,0.1871199268010345,0.14708482864636624,0.007124279107210465
VxPx cargo-targeting to cilium,0.18210499156368315,0.06147846660788887,3.2437673576916275,0.06468882239810851,0.3316464207449497,0.4108988313296038,0.07816500696115607,0.04208923566506834,0.015672218468715318,0.08799635324110251,0.016052457767629202
G alpha (i) signalling events,0.8200436948102334,0.014620145985485795,1.7504620978697594,0.04075163192787312,1.1486714630941415,0.669287561263861,0.07816500696115607,0.0017279230846426136,0.1030387953765245,2.1062577027461464,0.0205705867406578
Gap junction trafficking and regulation,0.4108248616884294,0.31507818325071874,1.3996813840933653,0.20740657748882785,0.38716086527978194,0.7196627706240106,0.07816500696115607,0.06490959631487976,0.30323265905261393,0.04232515084336395,0.0205705867406578
Glycogen storage disease type IV (GBE1),0.14413291470230902,0.3014795866841424,0.34465875418448294,0.06831534051634461,0.0754509647730105,0.16963239180741907,0.07816500696115607,0.01436388694034848,0.030516063692681818,0.11809519377929084,0.007124279107210465
Formation of the HIV-1 Early Elongation Complex,1.3048460195701987,0.6353341959082713,0.5399870885614391,1.7509424228524888,0.02194794392530275,0.832520920145588,0.07772292089935938,0.03940660863434194,0.030516063692681818,0.33332281748247494,0.0205705867406578
Formation of the Early Elongation Complex,1.3048460195701987,0.6353341959082713,0.5399870885614391,1.7509424228524888,0.02194794392530275,0.832520920145588,0.07772292089935938,0.03940660863434194,0.030516063692681818,0.33332281748247494,0.0205705867406578
SLC-mediated transmembrane transport,0.1514515929270487,0.06128980885775927,2.5148217775845874,2.967489692013777,1.22501767209837,5.507953116644973,0.07744134113755162,0.38238818774612987,0.4430922589567544,2.453130530905605,0.0205705867406578
ARL13B-mediated ciliary trafficking of INPP5E,0.2905850927148424,0.0019414039442303434,0.04327735479290409,0.2629337390680131,0.07160120469450396,0.10561321487305866,0.07744134113755162,0.019759111073356497,0.007901015182388624,0.2809651553727031,0.0205705867406578
NOTCH1 Intracellular Domain Regulates Transcription,0.09619190861390484,0.1302995123098604,2.697270584914846,0.4178471827587773,0.39979828224082253,1.1310509236537987,0.07744134113755162,0.14100856081640945,0.34855132258922195,0.2881470079940809,0.0205705867406578
SHC1 events in EGFR signaling,0.07267125216705794,0.04979636543548161,1.8277501323209175,0.03461576177138127,0.4344652289743759,1.7047461153869778,0.07744134113755162,0.14575070069132573,0.030516063692681818,0.3779132490115809,0.01618948511114512
mRNA Capping,0.6184228586605162,0.0314047092251624,0.10714777909329118,0.3214573276691221,0.059989418499424775,0.7941319802263784,0.07681494494492852,0.06533658426315017,0.011143829899236122,0.07964095050424722,0.02016188346434391
NR1H2 and NR1H3-mediated signaling,0.02545570241321404,0.06147846660788887,0.32040172921542015,0.028756422522189837,0.09691630179636647,0.04922858444971383,0.07593343122484106,0.026216900619439855,0.0007163616592454692,0.22679032450499353,0.0205705867406578
Tie2 Signaling,0.11230275123788597,0.03836359705615339,1.6811044415727778,0.23805620693469962,0.12970302492539312,0.5938894337635011,0.07484958507712193,0.022476872954782047,0.14920237414037213,0.11273887482504696,0.011572518879454664
Retinoid cycle disease events,0.17671435375816522,0.10299280267570901,1.3330423912270715,0.08708846460859021,0.07469916000235856,0.3336235398538039,0.07457067510625695,0.042954437157975645,0.7414402896583098,0.033400769888120234,0.017856601285202563
Diseases associated with visual transduction,0.17682492292465873,0.10299280267570901,1.244911082219927,0.08708846460859021,0.07469916000235856,0.3336281098698471,0.07457067510625695,0.042954437157975645,0.7414402896583098,0.03340521495364359,0.017856601285202563
Small interfering RNA (siRNA) biogenesis,0.11096049413051726,0.6275113441982112,0.1415841884461772,1.6186320403667342,0.33204870379027157,0.3003067181690623,0.07340600027239087,0.05254383687107707,0.027167072041088817,0.22679032450499353,0.0205705867406578
Metabolic disorders of biological oxidation enzymes,0.3191374753181072,0.17595398993669803,0.9868458378961097,0.7936466870382525,1.1258486266246512,0.9945869506137028,0.07280485912955686,0.035931637038673955,0.06817845999200371,0.7837205032258662,0.014140972406075477
PI3K/AKT activation,0.19849890959966754,0.007413917130708064,0.013917708993697488,0.02028154630791111,0.0353456914208646,0.17822092802463707,0.07243799030001011,0.27848504634517635,0.6035044903534438,0.032728534606570096,0.0002524480516705716
mRNA decay by 3' to 5' exoribonuclease,0.09989328710246237,0.03979619834422777,0.2196307457126339,0.1687153323905266,0.02638485391382497,0.1522743127961307,0.07243799030001011,0.5381845416830405,0.030516063692681818,0.17140754571344005,0.0205705867406578
ATP sensitive Potassium channels,0.11265429156257846,0.35137392332239975,2.110107463623969,0.09382277353797774,0.5436672648968438,0.613251222682603,0.07243799030001011,0.6391024930975145,0.16717473418077824,1.2945551620277913,0.007124279107210465
Synthesis of 12-eicosatetraenoic acid derivatives,0.14928288087301317,0.06128980885775927,0.12965441902793146,0.09607621751229008,0.0754509647730105,0.014124642375079054,0.07243799030001011,0.07260973089054908,0.00047053717793817194,0.11994005632715563,0.0205705867406578
Negative regulation of MET activity,0.02400279016873691,0.027746398325984165,2.7573090252138512,0.6856119876495604,1.1486714630941415,3.712379831783284,0.07243799030001011,0.4601130885626158,0.19070450443147505,1.3611096393603586,0.0205705867406578
Signalling to ERK5,0.09849318662069617,0.3738454565633853,0.44510134067224355,0.013683944651160844,0.010392162938325766,0.1139603113404419,0.07243799030001011,0.2567806833403019,0.4273539389194555,0.06651625845945193,0.02016188346434391
STAT5 Activation,1.237375937725778,0.17200575622406564,0.1535156590871685,0.12344319900136072,0.05470771675538882,0.0030240740354093463,0.07243799030001011,0.11708200923977616,2.0610594777998372,0.3686140140843057,0.010196603360476397
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),0.02545570241321404,0.16373383054990234,0.8964864515662834,0.2869566855754432,0.8421315432850422,0.9251862839529197,0.07243799030001011,0.04979680326916336,0.005080796077972006,1.437673437909119,0.011572518879454664
IRS activation,0.8227975098946433,0.015486000750277744,0.019578040814711622,0.1842341953254291,0.010965951118341942,0.05473637029452742,0.07243799030001011,0.29084678300782646,3.5429152012441567,0.1372368912765313,0.010196603360476397
Class A/1 (Rhodopsin-like receptors),1.3048460195701987,0.05688015790892889,1.4123350902901122,0.06800556348123475,1.0673576822407884,0.30561306109936615,0.07243799030001011,0.035333284132794525,0.0378477447363579,2.182127769775081,0.0205705867406578
Metabolism of steroid hormones,0.2329926417882917,0.17197501573855384,1.1874160838087506,0.82061797363082,1.0885349747309336,0.9132773301977105,0.07243799030001011,0.0771361732247485,0.01463596456215758,1.160445168219571,0.0205705867406578
Ribosomal scanning and start codon recognition,0.034338356560626775,0.028765764094068193,0.185090615586851,0.25459516699212215,0.05727086279637806,0.11486062075899058,0.07243799030001011,0.008779263276148279,0.10489946481446182,0.07533770660153342,0.007124279107210465
NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,0.1019627239160284,0.03985690493406855,0.6805771803420351,0.044201110079444064,0.3387738713435682,0.01790953819203598,0.07243799030001011,0.012886924872172413,0.005080796077972006,0.280617936520283,0.0205705867406578
SHC-related events triggered by IGF1R,0.07196761576921462,0.098574604725179,1.8236780006255238,0.6856119876495604,0.16667239866536407,0.6467573555611978,0.07243799030001011,0.16699010240057374,0.028380707488744696,0.17366881723936337,0.0205705867406578
Reuptake of GABA,0.07014231969392522,0.17445326213967305,0.016980279232227127,0.015299220139496321,0.19190978138098608,0.008146448416926853,0.0717752255797763,0.02416345903927754,1.3704727447534935,0.09760298843128645,0.007124279107210465
Caspase-mediated cleavage of cytoskeletal proteins,0.3388899547236264,0.03410327831374718,3.3749445710366746,1.6203535183564128,1.1258486266246512,2.800962298808715,0.0717752255797763,0.23793283651383798,4.823110828915591,1.8961919678048134,0.0205705867406578
Activation of PUMA and translocation to mitochondria,1.7826289264439652,0.15795548601150028,1.6503181951402819,0.1592474148485932,0.035242765060870374,3.6882073991068136,0.0717752255797763,0.16134839959859879,0.039074679248526166,0.002496612913354594,0.007124279107210465
Formation of HIV elongation complex in the absence of HIV Tat,1.2128860990659285,0.5284161304404377,0.47608489418917416,1.6767292068787096,0.035242765060870374,0.7749912025168386,0.0717752255797763,0.013832047629339445,0.030516063692681818,0.2090981141081557,0.0205705867406578
Translation initiation complex formation,0.02545570241321404,0.035807801757938136,0.18243237782468485,0.24000905263423478,0.05543676833616675,0.10561321487305866,0.0717752255797763,0.006023692446711766,0.09735118370497203,0.074537424575762,0.007124279107210465
Negative regulation of TCF-dependent signaling by WNT ligand antagonists,0.4184052810439017,0.05688015790892889,0.03449195706263891,1.1010656613844267,0.044646119896057275,0.05796767929353465,0.0717752255797763,0.010739755826113693,0.058300081570343915,0.054950978433444,0.0205705867406578
Toll Like Receptor TLR1:TLR2 Cascade,0.2249596661839857,0.06567152611574525,1.8327968267399168,0.025502586882235882,0.5704968177818522,0.9573828400222452,0.0717752255797763,0.07628415440932076,0.027120849194722067,0.7837205032258662,0.02016188346434391
Toll Like Receptor 2 (TLR2) Cascade,0.2249596661839857,0.06567152611574525,1.8327968267399168,0.025502586882235882,0.5704968177818522,0.9573828400222452,0.0717752255797763,0.07628415440932076,0.027120849194722067,0.7837205032258662,0.02016188346434391
SUMOylation of transcription cofactors,0.28131797998766067,0.03410327831374718,0.17278264841283017,0.05504006222605295,0.03037832900535845,0.05430108887719265,0.07175046781630146,0.02905224502648331,0.01463596456215758,0.17140754571344005,0.0205705867406578
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.027825943223146438,0.03410327831374718,0.18618442691266932,0.24738334771739642,0.05727086279637806,0.10844334144484964,0.07169804182386785,0.006023692446711766,0.09962432281549315,0.07454522125313867,0.007124279107210465
Interleukin-15 signaling,0.7144259599959497,0.030459788723486748,0.7849478541445278,0.04935723733725322,0.6757782715838223,0.3913450570136868,0.07169804182386785,0.08630997252224934,0.2358542941012698,1.6510431114673891,0.0205705867406578
"Formation of the ternary complex, and subsequently, the 43S complex",0.02110491333277881,0.033045786345444805,0.16924343902260006,0.23650146588457288,0.05504204576044744,0.09807443122928117,0.07169804182386785,0.002150506895865547,0.08944908274248278,0.07533770660153342,0.007124279107210465
Defective MUT causes methylmalonic aciduria mut type,0.22507402974880752,0.2890682036383496,0.1742814662375559,0.044491262030237864,0.07160120469450396,0.22782769372387648,0.07169804182386785,0.026504306170462462,0.06833653150247711,0.008764699753872082,0.0205705867406578
Defective MMAA causes methylmalonic aciduria type cblA,0.22507402974880752,0.2890682036383496,0.1742814662375559,0.044491262030237864,0.07160120469450396,0.22782769372387648,0.07169804182386785,0.026504306170462462,0.06833653150247711,0.008764699753872082,0.0205705867406578
Tat-mediated elongation of the HIV-1 transcript,1.2335370610039453,0.5400057453762722,0.4624703559688661,1.735321289099152,0.035242765060870374,0.7941319802263784,0.07169804182386785,0.01436388694034848,0.030516063692681818,0.22679032450499353,0.0205705867406578
Formation of HIV-1 elongation complex containing HIV-1 Tat,1.2335370610039453,0.5400057453762722,0.4624703559688661,1.735321289099152,0.035242765060870374,0.7941319802263784,0.07169804182386785,0.01436388694034848,0.030516063692681818,0.22679032450499353,0.0205705867406578
HIV Transcription Elongation,1.2335370610039453,0.5400057453762722,0.4624703559688661,1.735321289099152,0.035242765060870374,0.7941319802263784,0.07169804182386785,0.01436388694034848,0.030516063692681818,0.22679032450499353,0.0205705867406578
trans-Golgi Network Vesicle Budding,0.07588566021505301,0.06403144418278542,0.657234500208197,0.10815454760510795,0.0014349646310368783,0.2698387240030488,0.07164797900807117,0.04149061400389748,0.06833653150247711,0.1615296221709841,0.011126022384688723
Platelet Aggregation (Plug Formation),0.9407715626271451,0.1280529798575352,0.4653367835486545,0.04935723733725322,1.1035770753846206,0.07593730869639978,0.07164797900807117,0.013794874063355852,0.4628502705727984,3.0524285841157455,0.0205705867406578
TRIF-mediated programmed cell death,2.0593101005655354,0.07813874741595049,0.4034831259217389,0.34513540821195215,0.769253590266323,0.00015583034687259806,0.07164797900807117,0.1850318644684236,0.030516063692681818,1.364709466683801,0.014140972406075477
MyD88:MAL(TIRAP) cascade initiated on plasma membrane,0.2249596661839857,0.06567152611574525,1.8425141704888457,0.02222199319300761,0.5652873716744551,0.978105282513772,0.07164797900807117,0.07260973089054908,0.021702046229167344,0.7726063775360379,0.02016188346434391
Toll Like Receptor TLR6:TLR2 Cascade,0.2249596661839857,0.06567152611574525,1.8425141704888457,0.02222199319300761,0.5652873716744551,0.978105282513772,0.07164797900807117,0.07260973089054908,0.021702046229167344,0.7726063775360379,0.02016188346434391
Downstream signaling of activated FGFR1,0.0102537569357478,0.00967106585937108,1.045567303224233,0.09977546060063908,0.04692963878147589,0.12990172160907743,0.07106384101749051,0.02416345903927754,0.015981614642703094,0.032728534606570096,0.0205705867406578
Toll Like Receptor 7/8 (TLR7/8) Cascade,0.25474140448899674,0.06128980885775927,1.6868492493102203,0.04935723733725322,0.4450529442875135,0.49904921802942254,0.07106384101749051,0.002150506895865547,0.01734078670414385,0.5328288733506352,0.011572518879454664
MyD88 dependent cascade initiated on endosome,0.25474140448899674,0.06128980885775927,1.6868492493102203,0.04935723733725322,0.4450529442875135,0.49904921802942254,0.07106384101749051,0.002150506895865547,0.01734078670414385,0.5328288733506352,0.011572518879454664
Transcriptional  activation of  cell cycle inhibitor p21 ,0.18210499156368315,0.06202624896656166,1.158956034071808,0.01464487848391491,0.26954001648567144,0.855781739203265,0.07032156008269504,0.05720393461787741,0.08292097564766257,0.08012792825191113,0.02016188346434391
Transcriptional activation of p53 responsive genes  ,0.18210499156368315,0.06202624896656166,1.158956034071808,0.01464487848391491,0.26954001648567144,0.855781739203265,0.07032156008269504,0.05720393461787741,0.08292097564766257,0.08012792825191113,0.02016188346434391
Integration of energy metabolism,1.9444783871888953,0.9694241414217222,0.34578259500599057,1.277806742496509,0.035242765060870374,0.14482103336770635,0.07032156008269504,0.0020589463146923606,0.02752021821728584,0.3730109440199353,0.0205705867406578
Enzymatic degradation of Dopamine by monoamine oxidase,1.4863804250481134,0.10712700013531351,0.1603123936964171,0.08708846460859021,0.021584098702548498,0.017633278754349422,0.07025556261687456,0.15268620582406497,0.3199871779044292,0.027667975949021116,0.0205705867406578
GPCR downstream signalling,0.8634952412207947,0.03410327831374718,1.9248669254891937,0.005301989114887619,1.1486714630941415,0.6068629686326974,0.07025556261687456,0.007800457730781968,0.07611526563666107,1.8963300936027072,0.0205705867406578
Bicarbonate transporters,0.7556912762176118,0.25494166235246335,0.050233531894041984,0.5604925647077815,0.0353456914208646,0.010979271135016051,0.07009174952569407,0.04208923566506834,0.7103699435177011,0.02429264708833769,0.007124279107210465
Biotin transport and metabolism,0.4310259379305305,0.10712700013531351,0.03190870450512118,0.28641319695719925,0.07117272327953002,0.03843994311881847,0.06747137623124878,0.47982456830297116,0.2491374682089507,0.13962582701390572,0.007124279107210465
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,0.046944343375617203,0.18743069790972547,0.32680818686272106,0.08638142254751535,0.03675103036531729,0.051906035575003416,0.06747137623124878,0.02632598816201017,0.12014199282647271,0.033400769888120234,0.0205705867406578
Relaxin receptors,0.45676179432905656,0.11765857271898905,0.21250241602554754,0.13023966509873486,0.0754509647730105,0.3690865959343644,0.06747137623124878,0.3360360915705845,0.06760737233292109,0.005002646535588482,0.0205705867406578
Defective HLCS causes multiple carboxylase deficiency,0.3656844093755072,0.12395594410105504,0.016980279232227127,0.1367674008787867,0.03561443896734106,0.05482294530971993,0.06608707089744914,0.23793283651383798,0.333604533997643,0.09911141905351967,0.013664697034601594
Deadenylation-dependent mRNA decay,0.5564680288384447,0.2973982658009788,0.1008100999260723,0.5648108143372856,0.08070447932353111,0.010421981244790268,0.06608707089744914,0.1602316480120521,0.030516063692681818,0.2567922568869386,0.011390773475560625
Synthesis of Ketone Bodies,0.14413291470230902,0.06567152611574525,0.5822846947073705,0.2583673247464488,0.2284321817108907,0.05526359581953853,0.06608707089744914,0.08911468664297456,0.031653744992473205,0.13962582701390572,0.0205705867406578
Signaling downstream of RAS mutants,0.0765570875627924,0.037723358327224725,2.0382443714149807,0.03781889766734621,0.09612147895426781,0.0891052762175694,0.06480668290204314,0.05123749501913784,0.150717663581956,0.15303117621881868,0.000780073602809898
Signaling by RAS mutants,0.0765570875627924,0.037723358327224725,2.0382443714149807,0.03781889766734621,0.09612147895426781,0.0891052762175694,0.06480668290204314,0.05123749501913784,0.150717663581956,0.15303117621881868,0.000780073602809898
