,ER Status log adjusted q-value,PR Status log adjusted q-value,HER2 Status log adjusted q-value,Triple Neg log adjusted q-value
Signalling to ERKs,0.39863227277164626,0.09032451189843084,0.00043533053701579326,0.18483358380250584
Synthesis of GDP-mannose,0.8316634018447409,0.2502406956357207,0.36282310246906646,0.18483358380250584
Sensing of DNA Double Strand Breaks,0.5728611873532491,0.5119390771213881,0.014122290820915435,0.1847220014181916
Post-translational protein modification,0.1405058541006419,0.02038132223342905,0.4089923202240278,0.1847220014181916
Mitochondrial translation,0.31885966483491723,0.19674819802264717,0.1700214353749923,0.1837824987854987
Bicarbonate transporters,0.9737856040764701,1.1540137447485688,0.3247720157562395,0.18356999139671318
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",0.3429290564981445,0.08619590162505604,0.0583018047324016,0.1825836983065586
Signaling by PDGF,0.21890704927888213,0.010486407544805402,0.24646262176591888,0.1801112183072195
Infection with Mycobacterium tuberculosis,0.8808947091972433,0.5198250018965158,0.3841870309904946,0.17991787564246345
Interleukin-7 signaling,0.08778037079448839,0.35278958313571745,0.669344402453276,0.17991787564246345
Digestion and absorption,0.20708592429119446,0.0703343340237603,0.12046195119747509,0.17977853160299706
Nucleosome assembly,0.23204824408632846,0.15882567538280576,0.04473863289379828,0.17977853160299706
Deposition of new CENPA-containing nucleosomes at the centromere,0.23204824408632846,0.15882567538280576,0.04473863289379828,0.17977853160299706
Integration of energy metabolism,0.2963854679655362,0.27838327107934835,0.022375902476645972,0.17932696372574047
Defective GALNT12 causes colorectal cancer 1 (CRCS1),0.19430502293562318,0.004049937383341423,0.44168624912085924,0.1780902401401345
Nucleotide-like (purinergic) receptors,0.18718767033207898,0.07337261059678095,0.12942260145783657,0.1775313742278784
Metabolism of proteins,0.4233095239875922,0.35880548962802505,0.06545475795899763,0.17585777769958508
DNA Damage Recognition in GG-NER,0.015684990409073327,0.43580242747601344,0.019744361013030665,0.17261435066670508
"Formation of the active cofactor, UDP-glucuronate",0.21697770222249058,0.3759008549767876,0.06545475795899763,0.17261435066670508
NTF3 activates NTRK3 signaling,0.5271416568981538,0.4157335874079698,0.6829274884541351,0.17261435066670508
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,0.06846223003671753,0.2197173232605809,0.054898073435270076,0.1712081368725235
Signaling by Activin,0.1333910952110556,0.2663543496770467,0.03198142358325216,0.16991496591260893
Diseases associated with O-glycosylation of proteins,0.6397832356340294,0.338956683512495,0.054898073435270076,0.16950924660549516
Ethanol oxidation,0.23024937530604858,0.37692027030476527,0.06545475795899763,0.16826910744443627
NFG and proNGF binds to p75NTR,0.2271707605473925,0.10080519768071532,0.06545475795899763,0.16747142009790209
VLDLR internalisation and degradation,0.10273432367808752,0.4865810679232088,0.16692560837055892,0.1674360704767099
Toxicity of botulinum toxin type C (BoNT/C),0.30578125902488196,0.0023261024398799823,0.11306892260795988,0.16733207562523864
Role of second messengers in netrin-1 signaling,0.40204991272272533,0.26450027250267566,0.010788779722973704,0.16625382310152284
Beta oxidation of palmitoyl-CoA to myristoyl-CoA,0.12482614239359985,0.34355857108263044,0.027885102297328254,0.16476910352225219
G beta:gamma signalling through CDC42,0.019584914589276733,0.08949050986520159,0.01714992733498504,0.16277861956625048
Chylomicron clearance,0.24818016010117336,0.03850376019909468,0.235278049135725,0.16261164155895397
MET promotes cell motility,0.3494504960688979,0.08241708408510323,0.054898073435270076,0.1625073392059841
Transcription-Coupled Nucleotide Excision Repair (TC-NER),0.3765652827433276,0.26641789649170367,0.07415266118968508,0.1625073392059841
IkBA variant leads to EDA-ID,0.1738835978828809,0.02393836063097898,0.07363584669959096,0.16218704322384248
P2Y receptors,0.10280744913499368,0.04353880942190896,0.13974383765162413,0.16218704322384248
Defective B3GALTL causes Peters-plus syndrome (PpS),0.36059203097195625,0.05680042749504422,0.2805782662502945,0.16126993342714052
IRAK1 recruits IKK complex,0.48187604716505833,0.35323932379460965,0.5531395892045531,0.16126993342714052
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,0.48187604716505833,0.35323932379460965,0.5531395892045531,0.16126993342714052
p75NTR negatively regulates cell cycle via SC1,0.8480484080235261,0.024409217848568882,0.1517266330187493,0.16049364865574028
Assembly of active LPL and LIPC lipase complexes,0.020777890052172086,0.079112747597684,0.1700214353749923,0.1595941551124364
Phase 1 - inactivation of fast Na+ channels,0.02580193716059152,0.2912736968845716,0.1804771785953465,0.15774242110187223
2-LTR circle formation,0.46736386024746823,0.16614387537113223,0.054898073435270076,0.15774242110187223
Interleukin-17 signaling,0.2516493807233717,0.016962659775107577,0.12979112667699758,0.15748289689213146
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,0.006120102506398901,0.1899861609847369,0.108012220432419,0.1563743462162264
Multifunctional anion exchangers,0.5111894104375737,0.19014488344482888,0.00023565834270054893,0.1562398301939038
O-glycosylation of TSR domain-containing proteins,0.363986848625834,0.06753330962300422,0.25545923670658954,0.1561148266863973
Smooth Muscle Contraction,0.680479553542543,0.052579072847387914,0.008369389296516639,0.15611417262004215
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,0.3780138000154758,0.010486003717580902,0.054898073435270076,0.15568947233547248
Galactose catabolism,0.020427085119906905,0.21028455697016019,0.054898073435270076,0.15536938921502452
DNA Damage/Telomere Stress Induced Senescence,0.19112803889981744,0.15055254135820684,0.02157709383989795,0.15402899270548778
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0.11622527947727623,0.1502076395797141,0.0053508329694589365,0.15379387553058335
NOTCH2 Activation and Transmission of Signal to the Nucleus,0.31885966483491723,0.2197173232605809,0.10810478532375031,0.15379387553058335
Non-integrin membrane-ECM interactions,0.009222375600099442,0.34856496357669353,0.03956221096612706,0.15350369098507818
MAPK1 (ERK2) activation,0.08499782018113189,0.5934640572168044,0.16692560837055892,0.15332448956664538
Defective CHST3 causes SEDCJD,0.3036812131678506,0.15746797986293082,0.1267659073290159,0.15137351871113952
Methylation,0.6047243481304285,0.35401003373267326,0.19590954503158126,0.15109432839058512
Reuptake of GABA,0.17438605496433193,0.703766615791541,0.9667631344810256,0.15109432839058512
Fertilization,1.1649232886395877,0.7301331176226965,12.134179433513058,0.15092393926979938
ARL13B-mediated ciliary trafficking of INPP5E,0.32720603812111493,0.169747481215308,0.4998215209883532,0.1507575235351565
Methionine salvage pathway,0.26529252887672267,0.07100517462707573,0.0733816966421553,0.1507575235351565
NR1H2 and NR1H3-mediated signaling,0.03179334953082655,0.055565545178313594,0.04473863289379828,0.1507575235351565
Tachykinin receptors bind tachykinins,0.07632408782201044,0.06875484107931147,0.27339676327822854,0.1507575235351565
Glucuronidation,0.3276280736298842,0.16896654352897858,0.13184967003046844,0.15051313798833676
MAPK targets/ Nuclear events mediated by MAP kinases,0.09048555621583691,0.5831162318708767,0.15705422317362122,0.14914665646561834
Intestinal infectious diseases,0.05611289934395779,0.26991871441511706,0.052642385234791284,0.14914665646561834
"TICAM1, RIP1-mediated IKK complex recruitment",0.15577471047317917,0.045919949265135526,0.15710608338025517,0.14892376347721645
Carnitine synthesis,0.28824588276171303,0.3781602130305764,0.5464446409128483,0.14889183079116164
RNF mutants show enhanced WNT signaling and proliferation,0.1989701544947657,0.24721731610391978,0.09784242798850044,0.14833980185425671
SLIT2:ROBO1 increases RHOA activity,0.4440476026395949,0.2710308690705682,0.48250355653970767,0.14668199086180553
TWIK related potassium channel (TREK),0.08499782018113189,0.2105799763429394,0.352093063417028,0.14668199086180553
Nef mediated downregulation of CD28 cell surface expression,0.2214012336807361,0.06252141588445505,0.13141086792251358,0.14668199086180553
Mitochondrial calcium ion transport,0.034191942028589696,0.17474206170894185,0.2217385622324488,0.14625908667945003
Regulation of HSF1-mediated heat shock response,0.007757539065417268,0.036811085648165674,0.18704486851885097,0.14619511032784085
Chaperonin-mediated protein folding,0.10552081498688237,0.049739197437816185,0.1011594025537717,0.14538775001727977
RUNX1 regulates transcription of genes involved in differentiation of HSCs,0.05133333553342314,0.12191163870513591,0.11251922828354155,0.14295852646800797
Hyaluronan biosynthesis and export,0.2056826751009304,0.0688838692290416,0.12192016647553511,0.1424265390004811
Glycogen storage disease type XV (GYG1),0.5685953624426345,0.26710171593789983,0.06545475795899763,0.1407517047857634
Glycogen storage disease type 0 (muscle GYS1),0.5685953624426345,0.26710171593789983,0.06545475795899763,0.1407517047857634
HIV Infection,0.2939692958011104,0.33453909495240636,0.22062124929266871,0.14061077624517918
Response of Mtb to phagocytosis,0.8041738320279024,0.5381267384102041,0.4604082983815949,0.140069393045588
RUNX2 regulates genes involved in differentiation of myeloid cells,0.030437595023569512,0.24721731610391978,0.004980931612475233,0.13981497656470007
tRNA modification in the mitochondrion,0.3693872097757258,0.1592206631830656,0.02667512252325527,0.13981497656470007
Signaling by WNT in cancer,0.9536046198282013,0.6321605888749579,0.510927170231324,0.13973990535448041
Cargo concentration in the ER,0.0018216843066647384,0.07337261059678095,0.036642260929263364,0.13846391603301034
Hypusine synthesis from eIF5A-lysine,0.10846241654092413,0.02128713360946096,0.3263978659715116,0.13846391603301034
Association of TriC/CCT with target proteins during biosynthesis,0.10410974180220685,0.10466465990358921,0.06655270673365166,0.13846391603301034
Toll Like Receptor 3 (TLR3) Cascade,0.22000302061985882,0.6158720166042522,0.13184967003046844,0.13751086329172896
Digestion,0.1610594738907833,0.05918721443472032,0.12708232144951026,0.13751086329172896
Synthesis of Leukotrienes (LT) and Eoxins (EX),0.22168303097580577,0.022213818687736298,0.5438656794828016,0.13751086329172896
Misspliced GSK3beta mutants stabilize beta-catenin,0.9536046198282013,0.6787238321326207,0.610368455649358,0.13751086329172896
S45 mutants of beta-catenin aren't phosphorylated,0.9536046198282013,0.6787238321326207,0.610368455649358,0.13751086329172896
S37 mutants of beta-catenin aren't phosphorylated,0.9536046198282013,0.6787238321326207,0.610368455649358,0.13751086329172896
T41 mutants of beta-catenin aren't phosphorylated,0.9536046198282013,0.6787238321326207,0.610368455649358,0.13751086329172896
S33 mutants of beta-catenin aren't phosphorylated,0.9536046198282013,0.6787238321326207,0.610368455649358,0.13751086329172896
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex,0.9536046198282013,0.6787238321326207,0.610368455649358,0.13751086329172896
Synthesis of active ubiquitin: roles of E1 and E2 enzymes,0.363986848625834,0.8295271195806512,0.12979112667699758,0.13636479597224868
DSCAM interactions,0.15546155379021015,0.0018593739401146065,0.13392229660795937,0.13557582909335397
G beta:gamma signalling through PI3Kgamma,0.4476115978322344,0.2771845830089828,0.011522179905073239,0.13505350326251842
FGFR2 ligand binding and activation,0.10410974180220685,0.04163702961490685,0.44669966560477553,0.13505350326251842
Signaling by NOTCH2,0.047099576900310115,0.0018593739401146065,0.379955058404419,0.13505350326251842
The canonical retinoid cycle in rods (twilight vision),0.16000441211882122,0.577748021675141,0.5152835762616615,0.1350295652660098
Activation of TRKA receptors,0.7388390341990626,0.010486407544805402,0.5561228263115446,0.13469997835525338
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,0.19960412312411327,0.10969671698365575,0.5438656794828016,0.13437395919656267
Complex I biogenesis,0.0754305256814374,0.12302507550255952,7.849176468759951e-05,0.13428886177121313
B-WICH complex positively regulates rRNA expression,0.10846241654092413,0.5341121983360856,0.054898073435270076,0.13428886177121313
Antigen processing: Ubiquitination & Proteasome degradation,0.14083888252881632,0.007605928561157681,0.07949710923381015,0.13268640057105116
Protein folding,0.08499782018113189,0.06094603780420278,0.13184967003046844,0.1324405588982846
FGFR1 ligand binding and activation,0.08680129515991362,0.018323950582554534,0.18704486851885097,0.13164967670997332
MAP kinase activation,0.2056826751009304,0.0002552956055919547,0.1609185390032338,0.13164967670997332
Synthesis of 5-eicosatetraenoic acids,0.07503031532294467,0.4817909816137886,0.10311145082111292,0.13161539800880187
Termination of O-glycan biosynthesis,0.16194897730667587,0.034200786118503745,0.21149954932292384,0.13161539800880187
Keratan sulfate degradation,0.04545165648918574,0.1209820453795023,0.020854092286383772,0.1315061935121306
Mitochondrial translation elongation,0.22168303097580577,0.12564761100155683,0.1267659073290159,0.1315061935121306
Defective LFNG causes SCDO3,0.005460491341712219,0.10969671698365575,0.22062124929266871,0.1315061935121306
Budding and maturation of HIV virion,1.1100116395297817,0.8684349065326263,0.45304473774193804,0.13031539777152676
ERKs are inactivated,0.15588142730904722,0.06429541863951323,0.054307914200987746,0.12957048465247573
Telomere Extension By Telomerase,0.09974629573276518,0.07026452319624833,0.03888365505305225,0.1284480344348227
Vitamins B6 activation to pyridoxal phosphate,0.1064093076575566,0.16398329657490293,0.054898073435270076,0.12785822389247165
Pre-NOTCH Expression and Processing,0.1184575025849699,0.13329502026573378,0.020011579540359148,0.1265924333575663
Respiratory electron transport,0.03306961038147856,0.05299352559773791,0.038526136550965935,0.126516053805238
Lysine catabolism,0.49552937928048923,0.3781602130305764,1.073862464399047,0.12634378837723192
phospho-PLA2 pathway,0.35184945188929184,0.6345985292472257,0.048923064075715256,0.12610138303378288
Laminin interactions,0.42763275644367543,0.05873375627230123,0.054898073435270076,0.12569520976373802
Defensins,0.047099576900310115,0.05348110620316282,0.07531254618957914,0.12552503186723785
Class C/3 (Metabotropic glutamate/pheromone receptors),0.0001553623598630774,0.05348110620316282,0.04487910729258014,0.1250601299628936
Regulation of gene expression in early pancreatic precursor cells,0.3463434346223684,0.10731843618816733,0.2211257378582269,0.1250601299628936
SMAC (DIABLO) binds to IAPs ,0.3575541300294701,0.11772721856383887,0.54902846269924,0.1250601299628936
SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ,0.3575541300294701,0.11772721856383887,0.54902846269924,0.1250601299628936
Transcriptional activation of mitochondrial biogenesis,0.4813362816653541,0.19211473403625662,0.054898073435270076,0.12480343485946953
Cristae formation,0.17055162720287428,0.0003583314429739473,0.1609185390032338,0.12480343485946953
Presynaptic function of Kainate receptors,0.013825201028569675,0.12802844394903798,0.009435592323640947,0.12480343485946953
Collagen biosynthesis and modifying enzymes,0.03878191178245189,0.10837066734249666,0.054898073435270076,0.12480343485946953
Transcriptional regulation by small RNAs,0.20139992872336612,0.2133570349605675,0.04473863289379828,0.12445876440702418
PTK6 Expression,0.16869017538235098,0.4235434346322035,0.18704486851885097,0.124160961268019
NOTCH4 Intracellular Domain Regulates Transcription,0.005100996224804486,0.1289027464269434,0.5434212744153638,0.124160961268019
NTRK3 as a dependence receptor,0.3611461511728853,0.5110000093069784,0.03849423808611639,0.12385544716326322
rRNA modification in the nucleus and cytosol,0.8657107231385154,0.8445236285924731,0.4945846376113171,0.12385544716326322
Biosynthesis of DPAn-3 SPMs,0.18066927320190193,0.10969671698365575,0.38068649430265517,0.12385544716326322
Biosynthesis of DPA-derived SPMs,0.18066927320190193,0.10969671698365575,0.38068649430265517,0.12385544716326322
IL-6-type cytokine receptor ligand interactions,0.5000887167200075,0.10118425196019018,0.06266425926814073,0.12323134526494946
FGFR1 mutant receptor activation,0.29708436098692076,0.34507361548695636,0.15164059524247014,0.12323134526494946
Nonhomologous End-Joining (NHEJ),0.1337656046857661,0.36212281387275147,0.019383210094097,0.12323134526494946
Synthesis of PIPs at the late endosome membrane,0.1358906483208939,0.3571384052569383,0.18704486851885097,0.12301678135372462
Coenzyme A biosynthesis,0.12974886859141094,0.0627472123908823,0.5152835762616615,0.12301678135372462
Mitotic Prophase,0.03306961038147856,0.15715714774814105,0.12423586765997559,0.12301025450205189
Activated NTRK2 signals through CDK5,0.32624075224306903,0.05918726681862264,0.054898073435270076,0.12290175447259508
Histamine receptors,0.020777890052172086,0.19454632025831375,0.06490603838998513,0.12241628890319413
"Transport of vitamins, nucleosides, and related molecules",0.3768305109717662,0.17601102516016542,0.0733816966421553,0.12161509745239371
Activation of RAC1 downstream of NMDARs,0.6417615323045188,0.40088515646655903,0.7300664733671025,0.12073639861007096
PERK regulates gene expression,0.34042139350443495,0.5331896355966522,0.052642385234791284,0.12073639861007096
Ub-specific processing proteases,0.14319188387019852,0.08067929476191632,0.020011579540359148,0.11607845892819502
Cell-cell junction organization,0.030437595023569512,0.1753002027191953,0.047863879242661445,0.11607845892819502
IRF3-mediated induction of type I IFN,0.26991164232331344,0.13014465471212605,0.054898073435270076,0.11604223688932683
Regulation of thyroid hormone activity,0.24955993745743746,0.08033495624884726,0.19917967555152272,0.11604223688932683
COPI-mediated anterograde transport,0.4266393066610538,0.4796544914157537,0.019744361013030665,0.11604223688932683
Regulation of TP53 Expression,0.07692939439664433,0.1921803246684503,0.07949710923381015,0.11491401114541956
Defective CHST6 causes MCDC1,0.4440476026395949,0.473409332157477,0.05330106839973325,0.11459162242538522
ESR-mediated signaling,0.18372960850445647,0.06693619556182463,0.036642260929263364,0.113206158801667
Regulation of TP53 Degradation,0.04131178961853136,0.05725358001206223,0.07415266118968508,0.11318492989883007
G alpha (12/13) signalling events,0.06694548064372012,0.10969671698365575,0.16692560837055892,0.11318492989883007
IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR),0.4440476026395949,0.1369624988580238,0.02198119159061714,0.11318492989883007
IKBKB deficiency causes SCID,0.4440476026395949,0.1369624988580238,0.02198119159061714,0.11318492989883007
Tight junction interactions,0.02650032104461566,0.00833033698266789,0.21891767689138908,0.11318492989883007
"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",0.1466610453087029,0.008167439988120195,0.2114687146661254,0.11240765392661156
RUNX1 regulates transcription of genes involved in interleukin signaling,0.01602483609568382,0.0505650241184945,0.002119643489975911,0.11098762871842875
Synthesis of PA,0.1669147885392226,0.09861191634146889,0.06504515887457071,0.11042502992835118
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,0.009222375600099442,0.4312348823451533,0.1804771785953465,0.11028776499458617
MECP2 regulates transcription of genes involved in GABA signaling,0.14319188387019852,0.01541673244704357,0.19152583662947212,0.10912291823354003
Hormone ligand-binding receptors,0.047056627216738076,0.41421350165323456,0.022375902476645972,0.10910712059482933
Intracellular oxygen transport,0.034191942028589696,0.061787966913657455,0.06486476055282343,0.10910712059482933
Synthesis of 12-eicosatetraenoic acid derivatives,0.033338198926307024,0.543640861812388,0.052642385234791284,0.10826793017565871
Synthesis of PE,0.23024937530604858,0.055565545178313594,0.48250355653970767,0.10545073386393998
"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)",0.07868726224727424,0.03866927785406425,0.006896347348707121,0.10453702772909128
Electric Transmission Across Gap Junctions,0.21295927699127917,0.05918721443472032,0.07135622307000289,0.10423811510702959
Transmission across Electrical Synapses ,0.21295927699127917,0.05918721443472032,0.07135622307000289,0.10423811510702959
Digestion of dietary carbohydrate,0.08499782018113189,0.013607444905034249,0.27339676327822854,0.10423811510702959
Interleukin-38 signaling,0.06712503490363006,0.0178277415187763,0.07415266118968508,0.10114263511584072
GABA synthesis,0.1427388521234262,0.7346414562573272,0.2738556130793776,0.09846419234208023
Uptake and function of anthrax toxins,0.08325206668012766,0.05299352559773791,0.054898073435270076,0.09846419234208023
Muscarinic acetylcholine receptors,0.3608824282100149,0.16626949521054143,0.023703246526658613,0.09831469246282631
Defective DPM2 causes DPM2-CDG (CDG-1u),0.007757539065417268,0.07682634372501093,0.2944617477323534,0.09831022383242559
Defective DPM1 causes DPM1-CDG (CDG-1e),0.007757539065417268,0.07682634372501093,0.2944617477323534,0.09831022383242559
Synthesis of dolichyl-phosphate mannose,0.007757539065417268,0.07682634372501093,0.2944617477323534,0.09831022383242559
Defective DPM3 causes DPM3-CDG (CDG-1o),0.007757539065417268,0.07682634372501093,0.2944617477323534,0.09831022383242559
Regulation of TP53 Expression and Degradation,0.05575757976650122,0.062292561662754736,0.07531254618957914,0.09831022383242559
Signalling to p38 via RIT and RIN,0.0020003751951027625,0.0833665382214153,0.0583018047324016,0.09831022383242559
Clathrin-mediated endocytosis,0.02580193716059152,0.07337261059678095,0.1734618151053512,0.09831022383242559
Metabolism of amine-derived hormones,5.914474183359715,3.8020628070675246,17.983476497942885,0.09831022383242559
Mitochondrial translation initiation,0.17346813008366638,0.10327287591350777,0.11306892260795988,0.09831022383242559
Glycogen storage disease type IV (GBE1),0.11105477692986312,0.1753002027191953,0.11658940122381316,0.09764207205676453
MET activates PTK2 signaling,0.23664704174575465,0.053496403239096935,0.04487910729258014,0.09667630072241785
Removal of aminoterminal propeptides from gamma-carboxylated proteins,0.015674956741285065,0.07337261059678095,0.05330106839973325,0.09667630072241785
Formation of the beta-catenin:TCF transactivating complex,0.08680129515991362,0.2719646854265088,0.01714992733498504,0.09667630072241785
RNA Polymerase I Transcription Termination,0.47162663974879504,0.10837066734249666,0.27339676327822854,0.09667630072241785
ECM proteoglycans,0.20846043687285548,0.05918721443472032,0.08053097516447791,0.09587162761299392
Positive epigenetic regulation of rRNA expression,0.05073879146675575,0.4157335874079698,0.0733816966421553,0.09587162761299392
ER Quality Control Compartment (ERQC),0.3611461511728853,0.14662643383203625,0.2932883245410247,0.09526441022513024
RHO GTPases activate KTN1,0.002382509481403648,0.06153681808528534,0.015445647431733734,0.09526441022513024
Pre-NOTCH Transcription and Translation,0.09710811820221235,0.16799507159282492,0.004849422822564477,0.0945295201940863
G beta:gamma signalling through PLC beta,0.048716701330327725,0.17474206170894185,0.0026182268892848267,0.09317843632914011
Processing of SMDT1,0.08009369062036667,0.07737466193023079,0.46680693740742607,0.0928901004245185
Glutathione synthesis and recycling,1.5915000814278126,0.8485658934486465,2.9986062023758095,0.09082738780558541
Epigenetic regulation of gene expression,0.28824588276171303,0.03780869640350469,0.16065681214426317,0.08964080116315487
SUMOylation of transcription cofactors,0.02575766654970451,0.06441255618467857,0.010788779722973704,0.08964080116315487
Metal ion SLC transporters,1.0009304025627808,0.5561409107022208,0.4500646097552264,0.08964080116315487
Lysosomal oligosaccharide catabolism,0.11477748221857084,0.2525310991072622,0.052642385234791284,0.08878418767859138
Acetylcholine binding and downstream events,0.3432708323799635,0.06153681808528534,0.054898073435270076,0.08878418767859138
Postsynaptic nicotinic acetylcholine receptors,0.3432708323799635,0.06153681808528534,0.054898073435270076,0.08878418767859138
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,0.052342288744650745,0.05918721443472032,0.4609809638039463,0.08878418767859138
Vesicle-mediated transport,0.20113776880054102,0.40864939005730655,0.09468427886329321,0.087408961771976
Regulation of innate immune responses to cytosolic DNA,0.026677111735099655,0.07737466193023079,0.08478508317641963,0.087408961771976
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,0.25036644421782034,0.18524400614501313,0.05625433207920653,0.0863787652234413
N-glycan trimming in the ER and Calnexin/Calreticulin cycle,0.38173178469825575,0.10969671698365575,0.2617043589615579,0.08600124875502364
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),0.506062137666034,0.34868596157574927,0.02412645089079302,0.08600124875502364
Dimerization of procaspase-8,0.09346366830381801,0.07840825702072812,0.19917967555152272,0.08600124875502364
CASP8 activity is inhibited,0.09346366830381801,0.07840825702072812,0.19917967555152272,0.08600124875502364
Regulation by c-FLIP,0.09346366830381801,0.07840825702072812,0.19917967555152272,0.08600124875502364
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,0.22316972725628967,0.3182771379519928,0.04487910729258014,0.08600124875502364
Activation of G protein gated Potassium channels,0.22316972725628967,0.3182771379519928,0.04487910729258014,0.08600124875502364
G protein gated Potassium channels,0.22316972725628967,0.3182771379519928,0.04487910729258014,0.08600124875502364
Cohesin Loading onto Chromatin,0.8209575018961746,0.6089687586383785,0.3753525072255179,0.08600124875502364
Signalling to STAT3,0.8236400062263516,0.009388923291370652,0.18186359759020884,0.0859639616638783
Synthesis of PIPs at the early endosome membrane,0.15640725745167655,0.36720718872359687,0.11306892260795988,0.08577473877921454
Lysosome Vesicle Biogenesis,0.23888543998499936,0.4235434346322035,0.09420412825430777,0.0851280619051696
DNA Repair,0.10392145416774591,0.04495286431991231,0.031295711370882905,0.0851280619051696
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,0.3301762765156049,0.05918721443472032,0.06430202852626275,0.08386662390854062
"Synthesis, secretion, and deacylation of Ghrelin",0.2011485511120367,0.2947691295116795,0.16065681214426317,0.08230826964592176
EPHA-mediated growth cone collapse,0.21890704927888213,0.14386710583428836,0.1609185390032338,0.0821806229531978
rRNA modification in the mitochondrion,0.06684135940757685,0.1592206631830656,0.03744123280493134,0.08139461037425032
SUMO is conjugated to E1 (UBA2:SAE1),0.1207852468172477,0.1810398741376638,0.09468427886329321,0.0811549493930558
Calnexin/calreticulin cycle,0.39577579902261484,0.12489394846978681,0.2959845493975537,0.0811549493930558
Vasopressin regulates renal water homeostasis via Aquaporins,0.03493106349982914,0.03780869640350469,0.01740587771614632,0.08072770442232853
Collagen formation,0.23753166066665793,0.043143168495937786,0.011769102427085778,0.08072770442232853
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",0.052604557684568246,0.0814768628622497,0.1197939547558027,0.08068670525499466
Adenylate cyclase activating pathway,0.007757539065417268,0.061075159451667915,0.18704486851885097,0.07910103092849018
Zinc influx into cells by the SLC39 gene family,0.32363252908727896,0.15882567538280576,0.235278049135725,0.07897168243090194
RUNX2 regulates chondrocyte maturation,0.11969717486669058,0.1507158818488675,0.054898073435270076,0.07897168243090194
Hydrolysis of LPE,0.3768305109717662,0.220470110795104,0.5943554647276026,0.07865884352891815
Potassium transport channels,0.001513293307471818,0.10969671698365575,0.12307336935278865,0.07865884352891815
Pyrimidine biosynthesis,0.03667432324568564,0.17130055482761375,0.03405021436505504,0.07865884352891815
Activation of BIM and translocation to mitochondria ,0.1480831781099459,0.7142885960423253,0.04473863289379828,0.0776104776235591
Transcriptional Regulation by VENTX,0.1290131293141686,0.1716940168963412,0.033101029868807176,0.07757271048617188
Base Excision Repair,0.08343857198074013,0.28679116678010524,0.004000109623718799,0.07757271048617188
Prostacyclin signalling through prostacyclin receptor,0.10896753614499528,0.17474206170894185,0.06504515887457071,0.07757271048617188
"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",0.20688637470031782,0.34355857108263044,0.3077509406020009,0.0760095542005131
HCMV Late Events,0.08272535109314277,0.4114724743858702,0.0029682712799667154,0.07566015913078084
Signaling by plasma membrane FGFR1 fusions,1.0183528037612597,0.19368882671505247,0.6904100806912464,0.07566015913078084
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,0.4951398704419983,0.5679765753164973,0.17973659604945144,0.07566015913078084
RNA polymerase II transcribes snRNA genes,0.12630221311955936,0.07337261059678095,0.1609185390032338,0.0751362376731894
Crosslinking of collagen fibrils,0.0021455433139253893,0.10327287591350777,0.054898073435270076,0.0751362376731894
Glycogen breakdown (glycogenolysis),0.0840708051992128,0.07026452319624833,0.4579535816155695,0.0751362376731894
Amine ligand-binding receptors,0.077571596909376,0.03866927785406425,0.43207361465366184,0.0751362376731894
Plasmalogen biosynthesis,0.2939692958011104,0.002248049542727562,0.004245000446489085,0.0751362376731894
Metabolism of nitric oxide: eNOS activation and regulation,0.20435360953093867,0.04495286431991231,0.02022507253855203,0.0751362376731894
eNOS activation,0.21744140800261974,0.05705134857680257,0.02412645089079302,0.07477309208574134
Glycogen storage disease type II (GAA),0.06560043456469329,0.05725358001206223,0.048923064075715256,0.07474524076615614
Chondroitin sulfate/dermatan sulfate metabolism,0.18803510172445054,0.01566597894067051,0.13184967003046844,0.07448379816820036
NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,0.13314650127534064,0.038081065828038226,0.054898073435270076,0.07448379816820036
Collagen chain trimerization,0.1588826527592721,0.020957733175739623,0.07415266118968508,0.07404671763903907
SUMO is proteolytically processed,0.13114905741688,0.3914260091711608,0.37565942566805255,0.07404671763903907
