,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value;
IRF3-mediated induction of type I IFN,0.39430453782135827,0.522282795009411,0.8047831011363191,0.35457616746105136,0.4054565637555915,0.4399866167593563,0.3722402750861015,0.3363632797967757,0.4026596990050985,0.31774785258472305,0.3058816822504121;
Wax biosynthesis,0.6188386975716889,0.46763856361506245,0.8881774991924806,0.7521841837642104,0.3791920767944086,0.5191204755954681,0.37212424156275375,0.6652097340320369,2.2276388926784056,0.9562192771334456,0.3058816822504121;
TRKA activation by NGF,0.3119979840557615,0.6255863960340599,1.3387838568320316,0.5874431926211804,0.3791920767944086,0.4900714565162325,0.37212424156275375,0.7214872606359403,0.3444643675395693,0.6278686644799669,0.3058816822504121;
Citric acid cycle (TCA cycle),1.05959797977676,0.32069448362191266,0.9783271346153586,0.3733837620133376,0.5170030772889699,0.39885350230807887,0.37212424156275375,0.6175042069029268,0.3293878277257215,0.3359029760347333,0.3058816822504121;
Regulation of pyruvate dehydrogenase (PDH) complex,0.31395498614929856,0.30188327596459563,0.8193549868659105,0.3232519888569888,0.3726312003584851,0.6261490231295497,0.37212424156275375,0.5174152264767676,0.3444643675395693,0.8384756124598138,0.3058816822504121;
Cytochrome c-mediated apoptotic response,0.4791592223021947,0.34355423434661836,0.3196134621449584,0.3662904234002687,0.35573771241937,0.32582525152199426,0.3716004414760695,0.7178761696994983,0.31837078236812505,0.43873817992078307,0.3058816822504121;
SMAD2/3 MH2 Domain Mutants in Cancer,0.33440806025273945,0.47698398560067923,0.4018400955900535,0.541039048298216,0.35573771241937,0.3778854454032035,0.3710251433676405,0.3908261042443016,0.729723837269398,0.5511134356695188,0.3024439670208732;
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,1.4691209524014543,0.7052414227406532,0.31188141411333176,0.3070450077802019,0.9205665655196127,0.42264146081960646,0.37095997068945535,0.515231060699031,0.37771151139769193,0.8067966244509088,0.3058816822504121;
Regulation of cortical dendrite branching,0.31186750211813125,0.4081569957992947,0.39270315707408476,0.39485276920195894,0.3764809604369917,0.6436104690705318,0.37095997068945535,0.3356960773573929,0.3179919430452987,0.33258796371861915,0.3058816822504121;
Activation of kainate receptors upon glutamate binding,0.35009297739730705,0.33148978438746796,0.3208535148713935,1.299827372328228,0.33140832466933967,0.42581828392550103,0.37095997068945535,0.37363972655453026,0.4748157664261176,0.5124302984800859,0.3058816822504121;
Diseases of Base Excision Repair,0.5557714001529779,0.5131391727266793,1.1950274300413128,0.7727786937880755,0.7681284723796576,0.5163579268941797,0.3702961064271438,0.30396128062304534,0.3293878277257215,0.32837788404645557,0.3058816822504121;
GPCR ligand binding,1.388253275386784,0.36231980452174045,1.2459312605891493,0.6337075582815598,1.3717591194169863,0.609620681310484,0.3702961064271438,0.34398443282195684,0.44204832249518705,2.2352529871625304,0.3058816822504121;
The IPAF inflammasome,0.9745947444501498,0.6617160530759545,0.8766094637153571,0.3881184602725714,0.33664443463132226,0.4306777496994055,0.36953504970640555,0.41975460648763435,0.3061107917419532,0.8653742857089531,0.3058816822504121;
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases,0.31395498614929856,0.7340550448862857,0.3112446042751675,0.3657188180620897,0.3439134979171695,0.3037454888756527,0.36953504970640555,0.36710932947589353,0.3404697512215013,0.3460910784833522,0.3024439670208732;
Josephin domain DUBs,0.6965200767654826,1.2567397901919064,0.3605928617833285,0.3881184602725714,0.4549475819776362,0.42581828392550103,0.36953504970640555,0.3101095001068416,0.3266862348880042,0.7072586773524772,0.3024439670208732;
Modulation by Mtb of host immune system,0.6667144050394884,0.4081569957992947,0.7655756230481994,0.37782083903056873,0.3363756870848458,0.31776991236841967,0.36953504970640555,0.3109857057051492,0.33154605935666304,0.4256081140909801,0.3058816822504121;
Response to elevated platelet cytosolic Ca2+,3.896167791690051,0.75022798269222,0.9754608804829907,0.32638786946977993,1.24961484388584,0.38644297502167896,0.36953504970640555,0.37363972655453026,0.3089310108463698,2.4072876984101277,0.3058816822504121;
Wax and plasmalogen biosynthesis,0.41368428722655964,0.3998527053714512,0.35261242756441274,0.3163292158034775,0.33313699616693,0.3620735944925361,0.36953504970640555,0.4628527562793292,0.33154605935666304,0.4523752385250782,0.3058816822504121;
RHO GTPases Activate NADPH Oxidases,0.9419200076086187,0.369781887516653,2.726760580678139,0.3541571802879987,1.283355176961649,0.9662702471036565,0.36953504970640555,0.45209511687783316,0.8059290852393105,2.997892669141395,0.3058816822504121;
tRNA modification in the mitochondrion,0.4892930819819199,0.6236604584259052,0.4708994487309099,0.39823957844843355,0.4478076746337553,0.416812166468743,0.36953504970640555,0.352267490683119,0.37721347556427365,0.7302267570893407,0.3058816822504121;
Sensing of DNA Double Strand Breaks,0.4817292801788386,0.8705631581546994,0.8171921409114342,0.3142325622507859,0.37908593583689865,0.4467220717805114,0.36953504970640555,0.3323267677217555,0.33154605935666304,0.4451611421708856,0.3058816822504121;
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,0.3217387546841015,0.3667015217797265,1.1879585187559678,0.33980610064939215,0.35830085846035925,0.5312410536886313,0.36953504970640555,0.45371620148804614,0.5213419672414269,0.9735912738582444,0.3030467691849685;
CLEC7A (Dectin-1) signaling,0.670812212167234,0.3166534718818594,0.651268592863442,0.33006496521827466,0.7448001569816128,0.9134979803271983,0.36953182480450225,0.7214872606359403,0.33154605935666304,0.41932959571843376,0.3058816822504121;
Biosynthesis of maresins,0.495644558835117,0.3667015217797265,1.6146972478235126,0.3693453361803258,0.4566501995022956,0.41162338965284934,0.36898426146076563,0.7214872606359403,0.5509514948484421,0.3084605076514881,0.3058816822504121;
Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD,0.5371694080478244,0.5063312115705851,1.5611113089133954,0.5158667963023624,0.48365622352261173,0.3976005671239824,0.36898426146076563,0.35200545937489847,0.33154605935666304,0.3322539577204294,0.3058816822504121;
Beta-oxidation of very long chain fatty acids,0.6873033978038362,0.43869536716528973,2.598409420625997,1.720791552618555,1.4497014587581227,2.904946665553424,0.36898426146076563,0.5389628321778192,0.3156659602261388,1.2561339572121097,0.3058816822504121;
Signaling by TGF-beta Receptor Complex,0.3617052308428381,0.413066088586355,1.6476115585663034,0.5259000391854405,0.3824048831138682,0.8470571551747722,0.36830426583688086,0.3094759427026921,0.5413514051593894,0.4209700519911368,0.3058816822504121;
Potassium transport channels,0.3501378526710248,0.4301018885789054,0.5201716289639017,0.4147520762862274,0.330372459861341,0.5266749632029869,0.36830426583688086,0.33990809468773525,0.3418975449068169,0.30585742098687774,0.3058816822504121;
Competing endogenous RNAs (ceRNAs) regulate PTEN translation,0.40416822402795777,1.21945432362429,1.034735540642754,1.4471110075339846,0.3363756870848458,0.7809703216493559,0.36830426583688086,0.31482486972733703,0.3693665271664583,0.4232200116160087,0.3058816822504121;
RUNX3 regulates RUNX1-mediated transcription,0.48313498722766435,0.7127377023014966,0.3538601237188543,0.4318719248497713,0.6881908609437631,0.5192809610235131,0.3681928258021888,0.3301441399438418,0.36494779765230456,0.8600824733085335,0.3030467691849685;
Acrosome Reaction and Sperm:Oocyte Membrane Binding,0.36765290593325656,0.6066449927805835,1.5459410778839082,0.3739887061075729,0.4586136844958813,0.35399026492638497,0.3674843194624135,0.352267490683119,0.3498137063505275,0.33740247317007105,0.3058816822504121;
TBC/RABGAPs,0.3152956069819137,0.32162220022857385,2.3035001452578046,0.3527496754644661,0.5540428209571602,0.5892932499870671,0.3674843194624135,0.41975460648763435,0.6346345296616243,0.4517256911014107,0.3058816822504121;
Degradation of cysteine and homocysteine,1.542607112490525,0.7759719336519098,0.3557042064788556,1.468980363973735,0.330372459861341,0.5599581462367053,0.36665714167135427,0.3348159503392942,1.548245642681925,0.7746647484257355,0.3058816822504121;
MyD88 deficiency (TLR5),0.43617467770933954,0.5131391727266793,1.6460622164766627,0.4296023820159213,1.0702835859303041,0.4467220717805114,0.3663702481307469,0.8392145373470217,0.3406966434873319,0.4209700519911368,0.3058816822504121;
Activation of Matrix Metalloproteinases,0.4319217421672363,0.7142094393317582,0.3028277843853224,0.3271459557820616,0.397151474618249,0.3111782497541377,0.36554680558557456,0.4101348308681035,0.37771151139769193,0.47575535715786293,0.3058816822504121;
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,0.41368428722655964,0.5073445985405695,1.196277770842612,0.3503872330012344,0.33406583255714095,0.4925232526207759,0.36549351094675,0.32735598382599135,0.33154605935666304,0.3065044116856184,0.30540190655612415;
FOXO-mediated transcription of cell cycle genes,1.5117290814450903,0.7834067095934737,0.9314040112860305,0.33980610064939215,0.37908593583689865,0.3111782497541377,0.36532535855503473,0.4849021760868862,0.7162237456780991,0.35558280538559695,0.3058816822504121;
FCERI mediated Ca+2 mobilization,0.9739411088375305,0.31407750847502913,0.30734867613921363,0.34114908780953945,1.4497014587581227,0.41662170072861154,0.364395151862954,0.48606186013240477,0.41366042532312036,1.6021217513655717,0.3058816822504121;
Defective Mismatch Repair Associated With MSH3,0.6284918354782628,0.5698796886264856,0.41725135670861263,0.3816686884212616,0.3791920767944086,0.6983792545637864,0.364395151862954,0.4628527562793292,0.3693665271664583,0.3281579980837237,0.3058816822504121;
MAPK3 (ERK1) activation,0.3860301124096411,0.3199846646868602,1.1294572079446183,0.3617635162408894,0.5145051084896682,0.3111782497541377,0.3641885333610282,0.34396528640542523,0.3086647282719282,0.31895786627672174,0.3058816822504121;
mRNA Splicing - Major Pathway,0.5510883000732734,0.3846306930187274,0.37956752123552145,0.6865430266974362,0.3629943032542542,0.3158212132785428,0.3641465199107823,0.3867369015212186,0.37721347556427365,0.5404034066670892,0.3058816822504121;
CREB1 phosphorylation through the activation of Adenylate Cyclase,0.3957341132721857,0.311151884547695,0.6066943934222234,0.5860078639154138,0.3726312003584851,0.47111129867808327,0.3641465199107823,0.8392145373470217,0.4916245811979476,0.38820904859778893,0.3058816822504121;
Transport of small molecules,0.31186750211813125,0.3440697798842529,3.452337414547906,0.3527496754644661,1.1582851637021123,2.2486623509580124,0.3638446658484563,0.6849130563545062,0.31702718034113764,0.771084976623941,0.3058816822504121;
Loss of Function of SMAD4 in Cancer,0.33444767886969035,0.47713981016834073,0.4018400955900535,0.5425344887045433,0.35573771241937,0.37649015236135064,0.3638446658484563,0.3909454933235953,0.7308697433755641,0.5414036179247865,0.3020370130861136;
RAF/MAP kinase cascade,0.5340226374522729,0.31070106152335225,0.7223736399818569,0.3503872330012344,0.7398335368874693,0.5627584650399473,0.3638446658484563,0.5174152264767676,0.418328270869041,0.3533321295551025,0.3058816822504121;
Androgen biosynthesis,0.3672789551152327,0.47548325780365425,1.557330997271898,0.3503872330012344,0.3791920767944086,1.231516915340289,0.3638446658484563,0.44203855648039064,1.626325889348155,1.6091904161599597,0.3058816822504121;
NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,0.5453650890659915,0.3051715086707191,3.675974566700656,0.3156748741478961,0.4549475819776362,0.4541009858801141,0.3629058503602362,0.4733768846338477,0.5527307274968848,0.372450817826102,0.3058816822504121;
Interleukin-1 signaling,1.056721271881593,0.30844391279468925,0.5303554176778794,0.4907418419064767,0.7925184275467501,1.1932180972393827,0.35987487710249,0.5036309725177871,0.3101164411511488,0.4779744186010394,0.3030467691849685;
Cam-PDE 1 activation,5.729335600523741,0.4973390331284095,0.6097275555725923,0.3208009770365678,0.32297793958928395,0.47533127791853086,0.35971104379517493,0.3663665799271314,0.40728486195669966,0.8670481697574285,0.3058816822504121;
Mitochondrial ABC transporters,0.4579156135741265,0.33128043805428026,0.8193549868659105,0.5043782219039552,0.4677023943293453,0.32040422109571975,0.35971104379517493,0.6834181834101111,0.3506743079000685,0.41656026628740567,0.3058816822504121;
Signaling by TGF-beta family members,1.0751753536267907,0.6032937423084861,1.4366923997510859,0.33564575743536246,0.3115859300677829,0.385859405075057,0.35887844443429434,0.4628527562793292,0.3575658238673175,0.33740247317007105,0.3058816822504121;
Activation of NMDA receptors and postsynaptic events,0.40511607004227757,0.3897456937069698,5.021904651581653,0.9307538981534129,1.4497014587581227,3.5894551210514725,0.35882552045599847,0.36710932947589353,2.57914587850426,0.9957966159779494,0.3058816822504121;
Transport of nucleotide sugars,0.715890744390093,0.3351332739777284,1.0394768555096892,0.40965022774647586,0.37205774949981,0.6421447264281962,0.35882552045599847,0.445309559217323,0.3300924222434923,1.0265290988563311,0.3058816822504121;
Intestinal saccharidase deficiencies,0.4325797764109255,0.9260469014459352,0.31213138471781515,0.3271459557820616,0.35830085846035925,0.3027894244324539,0.35882552045599847,0.5795150420091576,0.33154605935666304,0.7349362739842445,0.3058816822504121;
MAPK1/MAPK3 signaling,0.3672789551152327,0.36231980452174045,0.651814802653033,0.3739887061075729,0.697971698746192,0.5214535874144981,0.35882552045599847,0.638700226611994,0.5477038219353909,0.3013223548358037,0.3058816822504121;
TP53 Regulates Transcription of DNA Repair Genes,1.9470140752866025,0.8522925565223789,1.2689601743304062,2.7590056664965714,0.41200215293113845,1.5167052514088322,0.35882552045599847,0.34311923132904953,0.3234983503075021,0.30738279210111424,0.3058816822504121;
Terminal pathway of complement,2.9337535039581466,0.9398134822000689,2.3438149283962546,1.6396908958083662,0.33746473202377175,0.3829935829538375,0.35882552045599847,0.3677622666458591,0.43577411796286286,0.46991070134222973,0.3058816822504121;
NOTCH2 intracellular domain regulates transcription,0.5954492320468132,0.40577227024084006,0.3631909114164981,0.32978641818617105,0.7448001569816128,0.609620681310484,0.35882552045599847,0.35971925328583354,0.37714526130064224,1.5592364727125805,0.3058816822504121;
Clathrin-mediated endocytosis,0.3755897556963888,0.4736225824844101,0.5428814771604668,1.1521643255430283,0.32297793958928395,0.36949029037781234,0.35882552045599847,0.30676358637777745,0.7863744803902321,0.5209613107182163,0.3058816822504121;
Signaling by Non-Receptor Tyrosine Kinases,1.2972114744366496,0.5825284386456702,1.8776298415086516,0.3110195481167609,0.6818387521124429,0.6132682369934525,0.35882552045599847,0.5298509324100641,0.4834775083772459,0.8404697968174951,0.3058816822504121;
Transport of Mature Transcript to Cytoplasm,1.3179569748974824,0.3351332739777284,0.32477089426155636,0.3388488933313274,0.35577493496846524,0.4902850695312733,0.35798166029643,0.4849021760868862,0.3293878277257215,0.5103027601099676,0.3058816822504121;
Release of Hh-Np from the secreting cell,0.3914332839728542,0.6299182164641014,1.863192479141025,1.1268705255348308,0.4146172972667351,2.640018273127109,0.3567231251195197,0.3354845578006066,1.5033303966844398,0.46947200515560084,0.3058816822504121;
Effects of PIP2 hydrolysis,0.47061787251554776,0.7195811487203773,0.3021303718359221,0.45814106070834476,0.62889892014364,0.7301672142247028,0.35579412173589864,0.7316766047041314,0.30320189929542807,0.39091888813155207,0.3058816822504121;
PI-3K cascade:FGFR2,0.6188386975716889,0.311151884547695,0.6364659962092672,0.49786442742870163,0.6181909816472938,0.34931748325276374,0.355710096768767,0.5174152264767676,0.3294107031527259,0.41450631238909375,0.3058816822504121;
Synthesis of PIPs at the Golgi membrane,0.4300642653083229,0.6844171048356629,0.5001837274545424,0.33741769099486835,0.32789786054835535,0.30836634995479767,0.3555981136869151,0.5657544865458857,0.3693665271664583,0.3286979716130023,0.3058816822504121;
Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS),0.3845176721320277,0.3393935927201346,1.3839043179883173,0.8204438826608905,0.3722027189435112,0.3698556846412857,0.3555981136869151,0.4890921202267072,0.3522221105554151,0.36398845335653984,0.3058816822504121;
Signaling by NODAL,0.5494083030290889,0.7816704313010397,0.5839126285149882,0.3684705508289915,0.4617544101072961,0.332157455827418,0.3555981136869151,0.35971925328583354,0.3014096792738342,0.3333681131202209,0.3058816822504121;
N-glycan trimming and elongation in the cis-Golgi,0.4876897840147011,0.3351332739777284,1.032525609571466,0.35565566133138243,0.39841886726404796,0.3636895842323911,0.3555981136869151,0.30982906409707045,0.3293878277257215,0.30585742098687774,0.3058816822504121;
TFAP2 (AP-2) family regulates transcription of other transcription factors,0.6228686233239953,0.6255863960340599,0.7871802165794168,0.3503872330012344,0.3363756870848458,0.38134930669739914,0.3555981136869151,0.5753977044168755,0.3917839996697921,0.4121812366547547,0.3058816822504121;
Cargo concentration in the ER,0.5654079179337074,0.3010748960204856,0.7459007226163382,0.4693556350888502,0.30985369422832876,0.4496815285811097,0.3555981136869151,0.33696163270265517,0.31751321075844985,0.3779178337852975,0.3058816822504121;
Carnitine metabolism,0.6524190482509199,0.45420597324553597,1.3398696021617067,0.3468013020091587,0.304881911873929,1.861684214550161,0.3555981136869151,0.6807981296455126,0.36494779765230456,0.3126696769873146,0.30574005727865033;
Signaling by PTK6,1.3046211867829753,0.5825284386456702,1.8763118837089128,0.3106268127274079,0.6806700564364513,0.6132682369934525,0.3555981136869151,0.524218023045207,0.4834775083772459,0.8384756124598138,0.3058816822504121;
Glycoprotein hormones,0.3914332839728542,0.4582438890954255,0.5896694989391675,0.3163292158034775,0.39026309562416256,0.3111782497541377,0.3555981136869151,0.48606186013240477,0.31837078236812505,0.3113009883371781,0.3058816822504121;
Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC),0.39952318228467737,0.3667015217797265,1.4090442824121523,0.8387099204278657,0.3764809604369917,0.36661029332342004,0.3555981136869151,0.5111346635224848,0.3728343545959842,0.337617102183362,0.3058816822504121;
RUNX3 Regulates Immune Response and Cell Migration,0.9996697658828035,0.438351604480435,0.6482928743514884,0.3503872330012344,1.4497014587581227,0.6374443225425805,0.35453737235358596,0.35757863218968267,0.3693665271664583,2.650654247946607,0.3058816822504121;
NOTCH4 Intracellular Domain Regulates Transcription,1.4784262084293724,0.34832675318449347,1.4018896099198315,0.3070450077802019,0.3446597697341202,0.4095359585082957,0.35453737235358596,0.31539388260432966,0.41922428215661073,0.5968178087157961,0.3058816822504121;
Golgi Associated Vesicle Biogenesis,0.563031714284851,0.4358630027633813,0.7967758165849417,0.5875124415270933,0.3712409546165301,0.4008567504272784,0.35453737235358596,0.3862633797048435,0.3070173328785859,0.37636770226551464,0.3058816822504121;
Neurotransmitter release cycle,0.3851513712885939,0.3080444544591791,0.3222246234534123,0.4823062979997039,0.3285435148042968,0.4900916220639341,0.35453737235358596,0.30883045339476317,1.1102798778843102,0.4209700519911368,0.3058816822504121;
Nucleobase biosynthesis,3.3336284718584266,0.9394394484219818,2.143544166152827,2.0485501514521025,0.44083809749392705,4.453542839197305,0.35453737235358596,0.7214872606359403,0.3506743079000685,0.3890263489050837,0.3058816822504121;
PLC-gamma1 signalling,0.8095567597018617,0.40321170909752624,1.6476115585663034,0.32978641818617105,0.33140832466933967,0.30260243212920435,0.3536453516896549,0.6658934010577968,0.5380488165948838,0.3866317659379911,0.3030467691849685;
DAG and IP3 signaling,0.4133668113806695,0.35817300272844155,5.015737199730612,1.2577716347904175,1.4497014587581227,4.170257495204747,0.3536453516896549,0.6370660872345657,1.9947879666835042,2.089521959943691,0.3058816822504121;
Aquaporin-mediated transport,3.0534563828489176,1.0465409745822256,0.7085898925746626,0.6093374474314339,0.35573771241937,0.47055855225156185,0.3535747383775002,0.4836965380079519,0.32855021388126704,0.8961190619175127,0.3030467691849685;
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,0.49414180652094974,0.44475333864386085,1.5269775717194511,1.2153169436219713,1.1728272224370841,4.324517915897413,0.35275651302844235,0.7178761696994983,0.6674414987023212,2.1427736621192977,0.3030467691849685;
Tyrosine catabolism,0.6399199503876076,0.3667015217797265,1.1081772974668507,0.4543409796485814,0.37572915566633974,1.4806066665647906,0.35275651302844235,0.5918767786718077,0.33154605935666304,0.33239293645350926,0.3030467691849685;
Diseases of glycosylation,1.1546430605584026,0.7380453821386058,2.1478654153202856,0.7504145876370409,1.2687117260125473,1.1440271903015207,0.3526273764593656,0.3317123913477366,0.31952804471255203,1.963445422940632,0.3058816822504121;
Signalling to RAS,0.49291980934876795,0.3887280714075416,0.9180504274650662,0.7521841837642104,0.5277268907652843,0.4902850695312733,0.35125607875339077,0.6370660872345657,0.32397177416554596,0.4170778848741611,0.3058816822504121;
Alpha-protein kinase 1 signaling pathway,0.40092328276644357,0.5194893334998575,2.2805929725509984,0.34523110574342525,0.375988320392497,0.3027894244324539,0.35031095553688174,0.378954871891739,0.3187254357066004,0.3109481832046546,0.3058816822504121;
Transport of Mature mRNA Derived from an Intronless Transcript,2.892691015005507,0.5698796886264856,1.9444447660932058,2.0080005814819835,0.33664443463132226,4.460539542243616,0.34987066604975214,0.32587291250103156,0.441266538994127,0.6555964298037356,0.3058816822504121;
Urea cycle,2.9647803656121123,0.4631345202388002,2.726760580678139,0.4823062979997039,1.140011728673705,0.49516020035421604,0.34987066604975214,0.6370660872345657,0.4881499224650157,0.3302665829120577,0.3058816822504121;
Activation of RAC1,0.42627996245339855,0.4652165428488862,0.36876285793093794,0.3881184602725714,0.4929397770449673,1.3534178001491448,0.34987066604975214,0.9521400088762076,0.3156659602261388,0.5573257200598157,0.3058816822504121;
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,0.5654079179337074,0.301642737608084,1.6023323837370131,0.5069225882849688,0.36233576861030226,0.30146276932778043,0.34967255563532906,0.5389628321778192,0.3266862348880042,0.47469881290334454,0.3058816822504121;
Lewis blood group biosynthesis,0.6378824777339068,0.4631345202388002,1.9572998302173978,0.3070450077802019,0.35653904115763807,0.35399026492638497,0.34967255563532906,0.34469535582247823,0.46309482125230866,0.6749467764774163,0.3058816822504121;
Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4,0.6039790571344548,0.39450107866299366,0.3067161466326659,1.5323584022827281,0.6621291103011091,4.119452070482705,0.34913913454840045,0.6552415765802345,0.42382662266091486,0.36883842348143964,0.3058816822504121;
ChREBP activates metabolic gene expression,0.8546910920022099,0.3667015217797265,0.6214317248794013,1.1229056895464988,0.4146172972667351,0.3620735944925361,0.3478693232657636,0.33030236244002353,0.32397177416554596,0.9300772322158529,0.3058816822504121;
Pre-NOTCH Processing in the Endoplasmic Reticulum,1.3709725129855697,0.4081569957992947,1.393834649636601,0.3304831969753468,0.3396325673262649,0.5214535874144981,0.3476102449566626,0.337586279261894,0.3506743079000685,0.6740409396839165,0.3058816822504121;
ALKBH3 mediated reversal of alkylation damage,0.41368428722655964,0.32979575975804937,0.31065539004617965,0.3503872330012344,0.33910487705697223,0.48028547546007494,0.3476102449566626,0.9408642598773541,0.7782429355668223,0.4560939350823617,0.3058816822504121;
Thromboxane signalling through TP receptor,0.8854073286359903,0.5969687130222714,0.3044513732107998,1.4839082806637571,0.3874726764872815,0.4820137717943989,0.3476102449566626,0.352267490683119,0.3693665271664583,0.6899463049956933,0.3058816822504121;
Synthesis, secretion, and deacylation of Ghrelin,0.5495925396965357,0.30402224815377643,0.3773714963616337,0.4147520762862274,0.44260359177306835,0.3377290519605549,0.3476102449566626,0.31950585589685954,0.32819706770507,0.5201607101204013,0.3058816822504121;
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),0.382661322523146,0.4677308630861021,1.4710460677294306,0.3232519888569888,0.3446537762589258,0.47725795891754763,0.3476102449566626,0.3251934547032587,0.37714526130064224,0.4171509897051396,0.3024439670208732;
Cytochrome P450 - arranged by substrate type,0.6132772056690494,0.5134678000949939,0.5991827326592926,1.567906924623237,1.4497014587581227,1.5204481459170645,0.3476102449566626,0.6016263616729596,0.4491556453856495,1.3726163068894155,0.3058816822504121;
Chaperonin-mediated protein folding,0.8097927424557442,0.3105836898586958,0.47531146190153706,0.574529737874995,0.33627276072485157,0.35039829473538353,0.3476102449566626,0.3251934547032587,0.36419136224313775,0.8737848682167983,0.3058816822504121;
Signaling by MST1,1.4651975760211442,0.37261707238678665,0.7391101653549697,0.35099476720795914,0.7014212751515098,0.45670913707475397,0.3476102449566626,0.7214872606359403,0.3170116103066843,1.073154050051265,0.3058816822504121;
Constitutive Signaling by EGFRvIII,0.4416826026365212,0.36439859724819,0.3611076532427492,0.5345271340634699,0.397151474618249,0.7000382265221317,0.34730995609733323,0.352267490683119,0.8450953611952733,0.6518466751524737,0.3058816822504121;
p75NTR negatively regulates cell cycle via SC1,0.45668967406434435,1.1599948410697627,0.3186523149786101,0.6135521188653468,0.3363756870848458,0.5312000037032328,0.34654138263960454,0.3174126423874192,0.7682035069384494,0.30112320951753413,0.3058816822504121;
Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4,0.6036351212336205,0.39701699993581774,0.3070150931297956,1.5323584022827281,0.6625353621448575,4.119452070482705,0.346104741274391,0.6652097340320369,0.42382662266091486,0.36956882019668214,0.3058816822504121;
The role of Nef in HIV-1 replication and disease pathogenesis,1.825210279034467,0.41581422321241424,0.31326408886125773,0.3503872330012344,1.3778827873106971,0.3061210216620263,0.346104741274391,0.7214872606359403,0.5477038219353909,2.147656821886492,0.3058816822504121;
Eukaryotic Translation Elongation,0.3845176721320277,0.30402224815377643,1.5049532779644161,0.3105093363278997,0.330372459861341,0.46829287577570267,0.34541076234742724,0.35440324608796253,0.3728343545959842,0.4121812366547547,0.3032374359194824;
PTK6 promotes HIF1A stabilization,1.4931247926899316,0.5324309296314834,1.982134437236759,0.36497223208081386,0.8890740651874032,0.6565974083083047,0.34426148326157874,0.638700226611994,0.4211719884904539,1.5124537767487216,0.3024439670208732;
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),2.648795704955263,0.696503281480864,1.830851637594295,1.6332026463389901,0.37855439714361505,4.316479479523637,0.34426148326157874,0.35082679893314456,0.33154605935666304,0.40866758225795996,0.3058816822504121;
GABA synthesis,0.382661322523146,0.7847099280101452,0.7317982382126464,0.48726154948720196,0.37205774949981,0.3028133569923738,0.3437685361462886,0.3425206096678787,0.37721347556427365,0.44297218450032194,0.3058816822504121;
RNA Polymerase II Transcription Initiation And Promoter Clearance,0.3219535167637239,0.576173559427021,1.7392747843810215,0.5649603294597292,0.6260612349337609,0.3111782497541377,0.3437685361462886,0.7796931658740366,0.31837078236812505,0.4404591951700404,0.3058816822504121;
Signaling by Activin,0.6744349113521177,1.0346589951790564,0.4144710716473203,0.41179614815947363,0.41628652504749997,0.32009076565221883,0.3437685361462886,0.4849021760868862,0.31165489437756005,0.46947200515560084,0.3058816822504121;
Interleukin-12 signaling,0.532889148813832,0.3351332739777284,0.9816071760060163,0.3156748741478961,1.4614805506128528,1.7481318626952564,0.3437685361462886,0.3582339302818586,0.36494779765230456,1.2617125157892775,0.3058816822504121;
Budding and maturation of HIV virion,0.48339082434978015,0.3757662919161499,1.8718226839668777,0.529994372254881,0.3119959467823231,0.7284869631520305,0.3437685361462886,0.46950761507088173,0.3443921572946001,0.47469881290334454,0.3058816822504121;
Regulation of TP53 Degradation,0.378064225064369,0.30844391279468925,0.7613149469443117,0.3156748741478961,0.4146172972667351,0.3762215469973146,0.34360904716590324,0.5972444500514024,0.33154605935666304,0.462385235379379,0.3058816822504121;
Macroautophagy,0.4221864504607768,0.3202448349147819,0.3557042064788556,0.380333723709027,0.3363756870848458,0.359645047493023,0.34360904716590324,0.3620414290459302,0.34050073667628167,0.31100904921848943,0.3058816822504121;
Cytosolic iron-sulfur cluster assembly,2.112510394327114,0.3029713996082115,6.141570040292085,0.3503872330012344,1.4457081609297031,0.36661029332342004,0.34354178330022034,0.309018298085769,0.36494779765230456,0.5395292439805308,0.3058816822504121;
