,BRCA1,TP53,BRCA2,RB1,PIK3CA,GATA3
Signaling by NOTCH1 PEST Domain Mutants in Cancer,0.03422873695854402,-0.0,0.041847656255249145,0.17557006662260816,0.010781120936348424,0.10417191486044187
Modulation by Mtb of host immune system,0.034201123898265566,0.00014544784676289672,1.0393859827483263,0.300873734405668,-0.0,0.4227245721256763
TWIK-releated acid-sensitive K+ channel (TASK),0.034112744877576,-0.0,0.1679950909431008,0.2008482361450235,0.012456672585559712,0.187231301557022
Uptake and actions of bacterial toxins,0.03383991495806607,0.01897380967602971,0.01835476333157314,0.19125781797773175,0.009431297658305703,0.43009384976663523
RIPK1-mediated regulated necrosis,0.03374845238798021,0.006817990143223683,0.8839890166507207,0.2382178400209751,0.01789626235835797,0.005284444232780222
Hedgehog ligand biogenesis,0.03368940488871846,-0.0,0.14469288608305578,0.09116354686710097,-0.0,0.366848718485355
Regulation of localization of FOXO transcription factors,0.03367409166519777,-0.0,-0.0,0.2225826495133492,-0.0,0.6585929224276391
Loss of proteins required for interphase microtubule organization from the centrosome,0.033502395589206604,0.08370159352699393,-0.0,0.2749463482859472,0.012903817086104889,0.013786336848882988
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,0.03339824586781518,-0.0,0.02115534989908485,0.19678342393020717,0.046931847617660304,0.21266841001861964
PERK regulates gene expression,0.03326712067245853,0.01035026394955251,-0.0,0.006715240936365706,-0.0,0.11173140193607149
"TICAM1,TRAF6-dependent induction of TAK1 complex",0.03324671907156698,0.00039795492680378905,0.882952499917588,0.4776597734615157,0.31768454921982986,0.43082201324442776
Metabolism of vitamins and cofactors,0.03321694400412374,0.07664684948903887,0.012305487263719973,0.096966455346738,0.0013707902345855402,0.31973891632588336
p53-Dependent G1/S DNA damage checkpoint,0.033158816640965164,0.014558576653961364,0.02696224674172714,0.1366403709785081,-0.0,0.609034478262085
Signaling by Ligand-Responsive EGFR Variants in Cancer,0.03312519172352479,-0.0,0.344155869588411,0.29578440424396535,-0.0,-0.0
RET signaling,0.033036188404261924,-0.0,0.06241743440999192,0.07667927003169357,0.004640544928777819,0.014412155646919153
FGFR2c ligand binding and activation,0.03299439499699806,0.012219677371688034,0.14798738403582504,0.1760975291226993,0.0006482253484823218,0.008891250520285042
Defective Mismatch Repair Associated With MSH6,0.03297204741717395,-0.0,0.04233032774105278,0.1012916755569685,0.00015759456990260788,0.24313405602175833
Glycosphingolipid metabolism,0.03294665993481265,0.015054611674812729,-0.0,0.11335107358934539,0.0014070125625907544,0.28944298354734316
Transport of inorganic cations/anions and amino acids/oligopeptides,0.0328733631678609,-0.0,0.016645213622145445,0.06539828433400977,0.11433573127004835,-0.0
Invadopodia formation,0.03287238139028623,-0.0,0.0416409057880829,0.0035265885521479703,-0.0,0.025467333195632914
Defective Mismatch Repair Associated With MSH3,0.03286683659709415,-0.0,-0.0,0.007480731168743624,0.008828257237724537,0.028489712603739753
Neurotransmitter release cycle,0.032748234555383574,0.08109918246777144,-0.0,0.1581385290295578,0.1397814374048197,0.6087420527874953
Tachykinin receptors bind tachykinins,0.032690429992210786,0.009796364711206137,0.11021753063835178,0.0016863455673717543,-0.0,0.3850492747397662
Caspase activation via extrinsic apoptotic signalling pathway,0.03257497150531935,-0.0,0.18019437657197282,0.051117186983274075,-0.0,0.01147594650262642
TGFBR2 MSI Frameshift Mutants in Cancer,0.03244485297120528,0.008372401503778139,0.030763471204035307,0.11326591134394486,-0.0,0.2985270889064474
Calmodulin induced events,0.03241884201646367,0.04966204326408911,0.15262953934471957,0.00968997803539561,0.00027094109342042094,0.18900193288766318
Regulated Necrosis,0.03239272229992039,0.007428069004195653,0.8676271040219029,0.24378324008609356,0.013089222843528195,0.005547181844779165
Removal of the Flap Intermediate from the C-strand,0.03230684007043831,0.08088468997337184,0.0951697471362844,0.05256540135782321,-0.0,0.24273913954028303
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),0.03230261468603371,0.01574585945307004,0.019768895026895255,0.05493918975050134,-0.0,0.009713949912931534
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum),0.03228302374406424,0.015274230218960957,0.018632709396911997,0.057753812595409994,-0.0,0.0031890419898173597
Activated NTRK2 signals through FYN,0.03223943773722989,0.009808721936211032,0.45560322615196563,0.14946953810369795,0.01398943146345968,0.6714433309726036
Gamma-carboxylation of protein precursors,0.03214561688056799,0.004555034551754087,0.0034863514936466678,0.010433282585554433,-0.0,0.22656752648307382
IkBA variant leads to EDA-ID,0.03210806131727297,0.07820930026134326,0.07401964295155197,0.04329380635432876,-0.0,0.017968908086402884
Ligand-receptor interactions,0.03207458092379443,-0.0,0.017175231010951194,0.20783004772465433,5.084631548698615e-06,0.027620320421699783
Rev-mediated nuclear export of HIV RNA,0.0319650271197128,0.04962528325647479,0.07563566233529616,0.03764429036306133,0.028501125977927394,0.21823651561169818
Cell junction organization,0.03184667583522653,0.061763491580506306,-0.0,0.07033699565308654,-0.0,0.48380661897313687
WNT5A-dependent internalization of FZD4,0.03184079690016725,-0.0,0.2512533379714255,0.043608796390381344,-0.0,0.01638126492568135
Post-translational protein modification,0.031719119359533185,0.6856085757498518,0.016638407970940215,0.007630990607720382,0.02824998494184611,0.7509977802319584
Beta oxidation of myristoyl-CoA to lauroyl-CoA,0.031700648150308514,0.08860398577581781,0.2528632110242049,0.05257927704045832,-0.0,0.4981186534478776
Urea cycle,0.03163443340891332,-0.0,0.0012731166389846067,0.04655828239956252,0.006771733966957002,-0.0
Early Phase of HIV Life Cycle,0.03153265027402242,-0.0,0.0038537942539524713,0.15332273231842408,0.07453277079668065,0.6045294230510369
Disease,0.031493342414210986,-0.0,0.0412294220023798,0.010092123209053545,-0.0,0.8839421717647713
G protein gated Potassium channels,0.03145636905596833,0.01541693370224163,0.22602275935586394,0.18423631204142224,-0.0,0.24692557089339429
Clathrin-mediated endocytosis,0.03142486352365009,0.173498215252503,0.06275280440330407,0.24593532353519684,-0.0,0.6211813951991645
COPI-mediated anterograde transport,0.03130231144419682,-0.0,0.16273797610988622,0.10976449386153801,0.06307200211769734,0.5290470015057367
HDL assembly,0.03108991737224992,0.016904804054460643,0.16907368616170856,0.09500711032789223,-0.0,0.1320567194416715
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,0.0310432752983188,0.07524926803829933,0.59328546227604,0.028272962412835202,0.0770737751656106,0.6536953517538667
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,0.030991694905384965,-0.0,0.05602292093413316,0.011102284900468357,-0.0,0.11317825383715568
The fatty acid cycling model,0.030577934366824468,-0.0,0.008460773274339993,0.007498146226219841,-0.0,-0.0
Antigen processing: Ubiquitination & Proteasome degradation,0.03035500210606801,0.08072606887530857,0.03359972346845328,0.27304861487100096,-0.0,0.344019322984889
Ca-dependent events,0.03015804136630982,0.016200037718266173,0.39573675972533934,0.029573866724400627,-0.0,0.22974980710905565
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,0.030118348955762847,0.015991370282009764,-0.0,0.1960378995627845,-0.0,0.00229595796687921
Release of apoptotic factors from the mitochondria,0.029942277101007882,0.06102410742666655,0.0005352042050083793,0.17435110839175236,-0.0,0.02704220461829955
Mitochondrial iron-sulfur cluster biogenesis,0.029923278613422297,0.0157935822622207,0.006237754990672867,0.06635588403329348,-0.0,0.045505358910946384
Apoptotic cleavage of cell adhesion  proteins,0.029894576194918938,0.07984869195940156,-0.0,0.20320652088491425,0.43056634661653126,0.757972628906138
APOBEC3G mediated resistance to HIV-1 infection,0.029885261736785313,-0.0,-0.0,0.05260178708953481,-0.0,0.7035339617622441
MET activates PTPN11,0.029860284538449383,-0.0,0.09464175516669644,0.03594153243177155,-0.0,0.051284842701294776
Cross-presentation of particulate exogenous antigens (phagosomes),0.02962899945788406,0.01863066450917921,0.0409092617438146,0.20827305335160307,-0.0,0.5118371886259503
Signaling by NOTCH1 HD Domain Mutants in Cancer,0.02948511160693088,-0.0,0.8408043682231571,0.21367194724450278,0.0085655936091968,0.03337417274617865
Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,0.0294093382155333,-0.0,-0.0,0.16670583333340033,0.13039839873714815,0.15810242779387873
NRIF signals cell death from the nucleus,0.02924845606362174,-0.0,0.5140586759569401,0.2523522800351799,-0.0,-0.0
Defects in biotin (Btn) metabolism,0.02910043304145954,0.07878335868288062,0.1049763000441159,0.16757224484823588,-0.0,0.2725181181425792
Serine biosynthesis,0.029095155076699835,0.015406151913760463,-0.0,0.02348203888105562,-0.0,0.3384158381555505
Lipophagy,0.0288444739970967,0.07672353037226293,0.11056918710772565,0.0062221847152209055,0.17616152854412231,0.23953800179059365
TWIK-related alkaline pH activated K+ channel (TALK),0.028540067326890087,-0.0,-0.0,0.19084536138577926,0.12281764218908701,0.005995002229142073
NR1D1 (REV-ERBA) represses gene expression,0.028494675725686987,-0.0,0.22472368476748586,0.0042630091475848704,-0.0,-0.0
Synthesis of DNA,0.02826906275718703,-0.0,-0.0,0.018769628216536632,-0.0,0.49475993346796016
Defective ABCC6 causes pseudoxanthoma elasticum (PXE),0.027983417089265744,-0.0,0.06513837713695533,0.19110974662186966,-0.0,0.062079744948522114
Regulation of TP53 Expression,0.02740589499812271,0.01415483371635489,-0.0,0.19650762191523302,-0.0,0.044581195591058935
Cyclin A/B1/B2 associated events during G2/M transition,0.02680657477664152,0.013027399439856242,0.04392041894081667,0.0066514508290709965,-0.0,0.6500787020215265
Conjugation of benzoate with glycine,0.026323867754002847,0.08601417770153341,0.001014466349354009,0.17001247643324705,-0.0,0.029329571478544213
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK),0.026080565095084933,-0.0,-0.0,0.1846386456636015,-0.0,0.49543305280821065
Amine ligand-binding receptors,0.02589462026494304,-0.0,0.19544224877657113,0.09675831285005249,0.036226321240266986,0.006020056879080188
Ca2+ activated K+ channels,0.025238429763883997,-0.0,0.0535963016116308,0.09114026789860605,-0.0,0.025965842460895474
FRS-mediated FGFR3 signaling,0.024790753888488042,0.0017025748462562097,0.07082968716767395,0.17030145100750604,-0.0,0.012178278756008316
SUMOylation of RNA binding proteins,0.024547988355651782,0.016296772708454157,0.052117416438721,0.0921073007460683,-0.0,0.24257739380432736
Downstream signaling of activated FGFR1,0.024416242135853496,-0.0,-0.0,0.02298619637066937,-0.0,0.0344909751111952
FGFR3b ligand binding and activation,0.024239032287865274,-0.0,0.22395433265662132,0.20491071942458883,-0.0,-0.0
Post-chaperonin tubulin folding pathway,0.024168515489013324,0.017708159801049336,-0.0,0.15272341055062252,0.04327307335949085,0.18106124713850613
"Glutamate binding, activation of AMPA receptors and synaptic plasticity",0.0241519969616966,0.08130398360862613,-0.0,0.024264942744019056,0.00970596927770567,0.0004869064284888676
Nicotinate metabolism,0.02404901736969888,-0.0,0.11654182293951043,0.10193668605146863,-0.0,0.1440025855266646
TICAM1-dependent activation of IRF3/IRF7,0.023783875439340747,0.018412715699374534,0.7621478588188678,0.5096266178327151,-0.0,0.22981106557826483
mRNA Editing: A to I Conversion,0.023692856325627384,-0.0,0.07260853436325186,0.050047106738792264,0.0941587114652056,0.05063410776669827
G beta:gamma signalling through PI3Kgamma,0.023688495779823158,-0.0,0.0630022891334197,0.033292402396014144,0.016774261141995834,0.12200539853159581
Chylomicron remodeling,0.02360603944576011,0.08554685493042673,0.021530993935753657,0.062029535921069995,-0.0,0.013212745073858443
Biotin transport and metabolism,0.023314677321058134,0.08285662964160717,0.1736775789063649,0.1803501058280318,-0.0,0.6034438046322192
Proton-coupled monocarboxylate transport,0.02299591944296937,-0.0,-0.0,0.2016542150407028,8.441416484895736e-05,0.272953942545991
Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling,0.022452652176917942,0.016128059299602284,0.049010768558479884,0.02861719388688274,-0.0,0.40222541758225977
Toxicity of botulinum toxin type F (BoNT/F),0.022418824214794415,0.07663870082668994,0.01966914636244215,0.17078222020318395,-0.0,0.057757946765085943
Regulation of TLR by endogenous ligand,0.02220756070702688,-0.0,0.3065193214517807,0.11259109857950772,-0.0,-0.0
Formation of editosomes by ADAR proteins,0.02215130913800941,-0.0,0.06152068417088448,0.056783997294489484,0.16103945028289926,0.03868978365494375
"Biosynthesis of A2E, implicated in retinal degradation",0.021984589888558823,0.01788983606938613,0.21236320672041772,0.057971972039005865,-0.0,0.3445573379217297
Cellular response to heat stress,0.021769598080537033,0.015178714509301056,-0.0,0.18553311227847535,-0.0,0.4409293134765367
Beta-oxidation of very long chain fatty acids,0.02169231104371999,0.17690307254207435,0.0426979752959001,0.13959749088447054,-0.0,0.2745654666127723
Biosynthesis of DPAn-3-derived protectins and resolvins,0.021641524867345444,0.012250251715803408,-0.0,0.20938014471209454,-0.0,0.04044953863461135
G1/S DNA Damage Checkpoints,0.021543084646884716,0.015904599771382318,0.01816773342578368,0.13935951928787363,-0.0,0.6266208713129666
Visual phototransduction,0.02151662637013224,-0.0,-0.0,0.08676530707201095,0.007836563203131676,0.19828596127414053
Nef mediated downregulation of CD28 cell surface expression,0.02143153803034703,-0.0,0.1778691355910447,0.1371564969016863,0.04088626208407515,0.03280825410686374
p53-Dependent G1 DNA Damage Response,0.021221983373056807,0.013768639864812034,0.030334700208392355,0.1342440974961443,-0.0,0.5363615199411039
Alanine metabolism,0.02117116189111114,0.015498766403627321,0.031082190843903294,0.15684179346598254,-0.0,0.12605701912781075
Glycerophospholipid biosynthesis,0.021082924345619536,0.0760652037962166,-0.0,0.16910720514776986,-0.0,0.0902118184748077
DNA Replication Pre-Initiation,0.02096631552225795,-0.0,0.08532051301279223,0.2660230390104561,-0.0,0.32232380617485246
CaM pathway,0.020963149947727033,0.037584305216981966,0.2188315102433775,0.010874509713540438,0.001961085202372017,0.24141233037829754
DAG and IP3 signaling,0.020727243830980086,0.014422802454740074,0.1954271848584515,0.004601165203514987,-0.0,0.12330801963366649
HSF1 activation,0.020639881108992342,0.016336506159800326,-0.0,0.09168858014455261,0.003597523537738497,0.7259350336941996
Biosynthesis of maresin conjugates in tissue regeneration (MCTR),0.020443488440951077,0.06720259042379174,0.0339453368966477,0.05524120757195789,0.11863148770314091,0.004220048569145626
N-glycan trimming in the ER and Calnexin/Calreticulin cycle,0.02043036791054374,-0.0,0.02814565563302256,0.14612655501822494,0.0157920197714893,0.10591377198089898
Loss of Nlp from mitotic centrosomes,0.02039371729614588,0.0552824617452685,0.0018069237145870278,0.2992261049181432,0.010415630082121064,0.020200240651137392
Dimerization of procaspase-8,0.019942185153149536,0.001704947738710171,0.1729477020976215,0.05308359642617965,0.01545296616497992,0.0025525959803778336
Ras activation upon Ca2+ influx through NMDA receptor,0.019870553230728456,-0.0,-0.0,0.09149743898089067,-0.0,0.4810794870787067
RHO GTPases Activate Rhotekin and Rhophilins,0.019623102717200264,-0.0,-0.0,0.050519508317284585,-0.0,0.3778959878072767
Energy dependent regulation of mTOR by LKB1-AMPK,0.019524378622548414,0.08380624950325553,0.19558191913411271,0.11012721930052577,-0.0,0.5109600027018243
Mineralocorticoid biosynthesis,0.019496114637689518,-0.0,0.7283821890368531,0.10055798762572016,-0.0,0.21563496626112522
Defective CP causes aceruloplasminemia (ACERULOP),0.019428346207135353,0.017175370393777457,0.015406417819601824,0.045935220149990366,-0.0,0.011443603427353425
Trafficking of AMPA receptors,0.019415908145778243,0.08582132126550683,-0.0,0.03081764159335422,0.005326043366046904,-0.0
Toxicity of botulinum toxin type D (BoNT/D),0.019199814745513015,0.07261839779076537,0.025828299568884966,0.18193836536819408,0.006234639504825165,0.06892597792827757
DCC mediated attractive signaling,0.019156695566947327,-0.0,0.13727668590675718,0.18744927750265247,-0.0,0.9743383664170321
Response to elevated platelet cytosolic Ca2+,0.019020705895887745,0.07937632811676461,0.05298409334765069,0.05036375736141,-0.0,0.7290292508163092
Transmission across Electrical Synapses,0.018773604098675466,0.06294869949065098,-0.0,0.05783638727283978,-0.0,0.6451364981212654
Lipid particle organization,0.01871989196337411,0.04639099297464076,0.007697435266135611,0.000205407622136472,-0.0,-0.0
CDC6 association with the ORC:origin complex,0.018610559950916344,-0.0,0.010055145985148202,0.2996241932137987,-0.0,-0.0
Chylomicron clearance,0.018573866622421577,0.03306077674144932,-0.0,0.2697918212179045,-0.0,0.02583374649435141
rRNA modification in the mitochondrion,0.01845609832151097,-0.0,0.10472263430124581,0.16560444881934622,0.07565721718310893,0.1755912085317374
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",0.018452230485402937,-0.0,-0.0,0.09577333511563707,0.38585430648397817,0.6884138458399497
Neurodegenerative Diseases,0.018362379984235604,-0.0,0.036626304277183136,0.09470233699883088,-0.0,0.13417475388355815
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,0.01835530439921255,-0.0,0.1320464026635997,0.1337353961011053,-0.0,0.11203679190919688
Constitutive Signaling by NOTCH1 HD Domain Mutants,0.01825021630671077,-0.0,0.7622642656496482,0.2063426454496957,0.008185500539597277,0.030504937732559884
Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3),0.018164582422503673,0.04009777936687027,0.08857814204448726,0.15024063723361153,0.006982968932208325,0.03538561439722087
Protein ubiquitination,0.018156051521384328,0.015639203505667488,0.015329029893203623,0.1015040772838735,-0.0,0.27661856005836355
SHC-mediated cascade:FGFR3,0.01800120378756018,0.007437122664223213,0.14017580549096834,0.24776150805809358,-0.0,0.00824550788689062
Calcineurin activates NFAT,0.01795919638541953,0.015778471482267457,-0.0,0.05103972883759244,-0.0,0.15818716125896554
Mitotic Metaphase/Anaphase Transition,0.01781036116428187,-0.0,0.00043622492665041214,0.03378883586484892,-0.0,0.006841092859720475
The proton buffering model,0.01772303139183634,-0.0,0.008071063381337265,0.006514808075047579,-0.0,-0.0
Tight junction interactions,0.017617592235852977,0.018948132857454163,0.5375560254846204,0.19185760235012986,-0.0,0.24683274499359323
RUNX3 regulates BCL2L11 (BIM) transcription,0.01738127383562753,-0.0,0.007626974811518104,0.22416435429845047,-0.0,0.0628677299970156
Defective CHST3 causes SEDCJD,0.015919306786375455,0.03692041685409091,-0.0,0.03813091879589313,0.4476803379279351,0.38463673336480886
Acyl chain remodelling of PI,0.015834300364319116,-0.0,0.1852129105730473,0.028776966418771824,-0.0,0.10190858230806736
Activation of BAD and translocation to mitochondria,0.015594637369811119,0.016412569890553064,-0.0,0.06934587668442099,0.005697097867886751,0.5129759016194583
WNT ligand biogenesis and trafficking,0.015561995758319661,0.03445232655676485,0.010169310174891854,0.05255402658583413,-0.0,0.5518327608074898
cGMP effects,0.01552502142356128,-0.0,0.27226539504493963,0.08910654913900512,0.011277462419168091,0.13925151495583285
Orexin and neuropeptides FF and QRFP bind to their respective receptors,0.015428949713052325,0.015401272680587464,0.053795300813675194,0.03249773976558449,-0.0,0.10424944929595625
Diseases associated with N-glycosylation of proteins,0.015204680412176595,-0.0,-0.0,0.19719503694654875,0.002333656216117764,0.5391902201001832
FGFR2 mutant receptor activation,0.015153939469638104,-0.0,0.05587435373632743,0.028301296779076914,-0.0,0.36695058116682033
TP53 Regulates Transcription of Cell Cycle Genes,0.015152925053899091,0.0829333630668193,0.20191436192587775,0.055543193426060226,-0.0,0.030012673077101065
Negative regulation of FGFR4 signaling,0.015094191853807904,0.014022234496666296,0.3931640218656921,0.31342086477062686,-0.0,0.06953133625110354
Biosynthesis of DHA-derived sulfido conjugates,0.015015146777345745,0.0330764460561837,0.01297464067795916,0.050379001907176764,0.14771262054118578,0.006549456767971726
Synthesis of PIPs at the early endosome membrane,0.01499887926993592,0.008587737204452292,-0.0,0.033680550591640865,-0.0,0.11626955837817862
Biosynthesis of DPAn-3 SPMs,0.014941556110418029,0.05469513029006182,-0.0,0.08746842084059465,-0.0,0.09139219409091295
SMAC (DIABLO) binds to IAPs,0.01483453661828204,-0.0,0.10729123843158761,0.06860440360884816,0.007022433337507663,0.05937122690631319
SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes,0.01476361363930704,-0.0,0.1493705441892574,0.05222741338558896,0.007844348595714735,0.09048908030719238
Cell Cycle Checkpoints,0.014724218104369835,0.08554282266847954,0.16391460613614034,0.25893656549131894,0.016463596857572035,0.6240240794229467
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR),0.014709928790924011,0.037201141723495174,0.026729827939181,0.033692994636205904,0.09558755273527393,0.006861594768968819
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,0.014656860478469869,-0.0,0.17111359753029903,0.05259703900906565,0.003841050535876256,0.27450890856141413
Sodium/Proton exchangers,0.01465585148060225,0.007671706742919544,-0.0,0.12091104467738316,-0.0,0.00022492509561674914
Plasma lipoprotein remodeling,0.014623552274607146,0.08267924021123496,-0.0,0.010435963146261511,-0.0,0.01629894371286619
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,0.014213466963593257,0.012115770488045434,0.04164051788801847,0.10367668114779646,0.003726578796845478,0.03604202032171215
mRNA Editing,0.01417287226302772,0.014443938326955319,0.01892316831142244,0.0033686948408373895,0.09562155864310593,0.23738191772599482
Sphingolipid metabolism,0.013889268288880527,0.06307764253212131,0.08485777419489805,0.1982535498587029,-0.0,0.3477200199226693
Cytosolic sulfonation of small molecules,0.013883362847066582,0.07703463772558296,0.01887436391797354,0.09771184192790595,0.09553191140078826,0.36860045532300373
Nectin/Necl  trans heterodimerization,0.013632241267971013,-0.0,0.10610987342139172,0.00430209347889303,-0.0,-0.0
tRNA processing in the nucleus,0.013616660991167666,0.050243986397321326,0.10984033692824005,0.0347794055266383,0.14346919919009793,0.24085337541303836
Golgi-to-ER retrograde transport,0.01353215972574713,0.0848111751998449,0.11062347211226707,0.1450562493913659,-0.0,0.8046297783563724
DNA strand elongation,0.013409718717662573,0.047832321144231284,0.1598865906176524,0.030047814446119214,-0.0,0.0107478104413589
Notch-HLH transcription pathway,0.013319064655985617,-0.0,-0.0,0.14579591413016252,0.09769355259776125,0.023854754863206408
Activation of GABAB receptors,0.013295603871390633,0.08138441613917916,0.06251334972119292,0.07081532018108706,-0.0,0.0280747762864867
Hyaluronan biosynthesis and export,0.01326209582200194,-0.0,-0.0,0.09757418406438972,0.000693530168913066,0.017012954300814447
Aryl hydrocarbon receptor signalling,0.01324256584662004,0.09599937310846504,0.027980533102846008,0.037241119926417945,0.02139335122570884,0.3062389936576353
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,0.013241921827659868,0.015088100200567707,0.24035204320836523,0.2937146579367133,-0.0,0.01531107739769056
EPHB-mediated forward signaling,0.013235727716542384,0.01440659124968426,0.0242678786421633,0.07101290067763238,-0.0,1.086574839443617
Effects of PIP2 hydrolysis,0.013214718664300655,0.06347823182728883,-0.0,0.11203110975171576,-0.0,0.0039912422677445165
Aquaporin-mediated transport,0.013058501000690838,0.0866396613990312,0.06302741171762767,0.09767986808651251,-0.0,-0.0
PI-3K cascade:FGFR2,0.013056121503961765,-0.0,0.06356316912341237,0.10088125813167248,-0.0,0.051156672838864777
Threonine catabolism,0.012933616680267353,0.07683686081341586,-0.0,0.0037981245482843315,-0.0,0.026865045725515485
"Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia",0.012860912097678688,0.001708907407497078,0.015036704594600657,0.027349630701809062,-0.0,0.009901681187316406
Glycogen storage disease type XV (GYG1),0.012833531060769496,0.02629873526363198,0.12996717335009503,0.18857144105568252,0.07473833998745806,0.09837971931915965
5-Phosphoribose 1-diphosphate biosynthesis,0.01273370404914982,0.05215205871694736,0.24064199062273325,0.15598315082291447,-0.0,0.4896345102379329
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,0.012692438883142053,0.014993081575939825,0.19298465323412187,0.1883735525251512,-0.0,0.14182552778295798
Acyl chain remodelling of PE,0.01255874278027966,0.01110739550541023,0.3089782427877218,0.023731516034056686,-0.0,-0.0
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,0.01255349767540479,0.013897538114557387,0.10419761542657546,0.1903914790613452,0.010546301710765298,0.044005178319680795
Free fatty acid receptors,0.012391756727342381,-0.0,0.010516144745685093,0.04758597102862921,-0.0,0.00022362011544479153
The AIM2 inflammasome,0.012352400575804293,0.008465501959895066,0.0016738357898257413,0.1850973306896687,0.009764524714700993,0.004449521867634858
Neurofascin interactions,0.012037589012482452,-0.0,-0.0,0.1514970279870094,0.11537245349013552,0.32038121474395076
Phospholipase C-mediated cascade; FGFR3,0.01196215968296976,0.011948959929912144,0.07248907117422147,0.19812272650790969,-0.0,0.01434941800190277
"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)",0.011743458566084664,-0.0,-0.0,0.10824627448614658,-0.0,-0.0
Loss of Function of SMAD4 in Cancer,0.011508400048211343,-0.0,0.03425808849465772,0.19457531541713963,0.008174055689110072,0.007658860387654249
Transport of small molecules,0.01142521232131017,0.6385330432612634,-0.0,0.016468453652789396,-0.0,0.44223751031652814
Recognition of DNA damage by PCNA-containing replication complex,0.010673259654939543,0.056666408903510906,0.16634543563864593,0.09717680904069008,0.04121481733535343,0.3388382980132227
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.010591038523812197,-0.0,0.5875155647441361,0.304996588182826,-0.0,-0.0
C6 deamination of adenosine,0.010344296412213676,-0.0,0.062101850380208594,0.05510137637547436,0.0927958512129406,0.037979174319059554
Activation of G protein gated Potassium channels,0.01020867638321262,0.019161859575428458,0.22384914009619009,0.19855535023475387,-0.0,0.1454235509662907
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,0.010159695282829876,-0.0,0.03476860668178591,0.09923104812511252,-0.0,0.10329074123568296
FOXO-mediated transcription of cell death genes,0.01010963083252394,-0.0,0.027722937571316386,0.29260256490706227,-0.0,0.11169733224401623
Processing of Intronless Pre-mRNAs,0.009915787808892948,-0.0,0.01041343836827846,0.02615893382776689,0.09223558011698844,0.4397129008506926
SMAD4 MH2 Domain Mutants in Cancer,0.009784029526193816,-0.0,0.04037827714919499,0.19012600526761772,0.015682312296339467,0.007043448045491416
PTK6 Regulates Cell Cycle,0.009658071611249937,0.00014292492529192623,0.0438642932625307,0.10811715467490764,-0.0,0.498150853861758
ATP sensitive Potassium channels,0.009639433093681213,0.05665083179052001,-0.0,0.051069778127690375,0.016989709553998783,0.026301643036874472
IL-6-type cytokine receptor ligand interactions,0.009482486783759698,0.011941168835014756,1.0257779000457403,0.03780660555566721,-0.0,0.2109451467733922
SMAD2/3 MH2 Domain Mutants in Cancer,0.00940256264883843,-0.0,0.0352689839119193,0.20482527066308706,0.004038276065328312,0.005812524242793274
Dissolution of Fibrin Clot,0.009288790987266135,-0.0,0.062089716673815375,0.0108354253630542,-0.0,0.098292817898627
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,0.009219634500210707,0.09845801761765641,0.04155227541605216,0.24132274253379393,-0.0,0.27743527587245753
Signaling by ERBB4,0.008613872072346028,0.04897534758534078,0.10078385212874433,0.05132835124829645,-0.0,0.1315008945926434
KSRP (KHSRP) binds and destabilizes mRNA,0.00860795973968441,-0.0,-0.0,0.003609147974793641,-0.0,0.005737028786093264
Myoclonic epilepsy of Lafora,0.008528351964552058,0.014123684091667213,0.6574534208601754,0.30173738007315326,0.35958291383783775,0.1040421976282068
ERBB2 Activates PTK6 Signaling,0.008431168538257323,-0.0,-0.0,0.031692508231338457,0.1736308445708608,0.060845565292134085
SHC-mediated cascade:FGFR2,0.008368311038352713,0.008832280339402797,0.0628409538487759,0.2077094012638406,-0.0,0.048931978452634306
