,LumA log adjusted q-value,LumB log adjusted q-value,Her2 log adjusted q-value,Normal log adjusted q-value,Basal log adjusted q-value,claudin-low log adjusted q-value,NC log adjusted q-value
Glycogen storage disease type II (GAA),0.33383258910384805,0.33832512665576203,0.8702079854330916,0.35023179073078337,0.32436988199569877,0.3128037813636436,0.7154149478762527
Defective ABCG5 causes sitosterolemia,0.33383258910384805,0.34493226592596626,0.34350113388532666,0.377745787673025,0.3071639161525304,2.0191184621186813,0.376952193340189
Defective ABCG8 causes gallbladder disease 4 and sitosterolemia,0.33383258910384805,0.3457193675228732,0.34350113388532666,0.377745787673025,0.3071639161525304,2.0185342359389264,0.376952193340189
Dopamine receptors,0.33383258910384805,0.8844612820472848,0.515864802150337,0.3650347392099042,0.3158895197454279,2.2334282670517807,0.4585734320698095
RNA polymerase II transcribes snRNA genes,0.3338132826851444,0.48703303567886636,0.4791236396635886,0.32149768243123505,0.48649914938921207,0.8587534492763598,0.8840816397280132
Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS),0.3338132826851444,0.3288714815669623,0.49576290842591825,0.4940989542923707,0.3870252422407141,0.42073704700216286,0.597814187346741
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",0.3338132826851444,1.5115534898118657,0.5053269722459036,0.37791346521058267,0.43705238915086003,0.5150090682613052,0.5430685835794447
Enzymatic degradation of Dopamine by monoamine oxidase,0.33362973877329594,0.7904315269009606,1.4251024778730317,0.76113102934981,0.3254196115175509,1.1807913062512005,0.5714396985334061
Class C/3 (Metabotropic glutamate/pheromone receptors),0.33362973877329594,0.4865631200748303,0.3991095898224243,0.32251408316460084,0.49540097227557045,0.4047568321118059,0.6947552886664741
MET activates PI3K/AKT signaling,0.33362973877329594,0.7801496658197862,0.37044175815133445,0.3444571072963332,0.47865400720782897,1.0572792873363501,0.3700204790529201
PI3K Cascade,0.33362973877329594,0.4166701851996452,6.99011540884592,0.3650347392099042,0.3768024465397484,0.38388225758246824,0.376952193340189
Class B/2 (Secretin family receptors),0.33362973877329594,0.8325911246241103,0.40573473002630167,0.3126159580914196,0.3633730589305005,8.412897362573212,0.3345003431617402
Cytochrome c-mediated apoptotic response,0.33362973877329594,0.31074798657176295,1.2217060162853086,0.35884559777347436,0.3250503098954303,0.7659824264987865,0.30991579069181135
The canonical retinoid cycle in rods (twilight vision),0.33362973877329594,0.35191690039262086,0.8778027809177323,0.31406405192142334,0.41035372910106505,0.8815789245251805,0.3214871804476803
WNT ligand biogenesis and trafficking,0.33362973877329594,0.6287478209031482,0.338702863771479,0.30669080019090855,0.3305068946426832,3.7165073211372266,0.4308528642430009
Prolonged ERK activation events,0.33362973877329594,1.3288922091967077,0.4070529182560217,0.3650347392099042,0.4286345734360943,0.7082146471401786,0.527313131341465
TFAP2 (AP-2) family regulates transcription of other transcription factors,0.33362973877329594,0.31357464865337414,0.8758363242581637,0.3178198310209605,0.5707945674056768,5.612101628660925,0.46147758726072124
Response of Mtb to phagocytosis,0.33362973877329594,0.33334886919344947,0.4018309347788291,0.5850165357169571,0.33464492060269224,0.6722206241083953,0.3959063572230095
Josephin domain DUBs,0.33362973877329594,0.31357464865337414,0.3876373484933439,0.5964176856293544,0.32265386364806076,0.5701259188859696,0.3959542352963391
Negative regulation of TCF-dependent signaling by WNT ligand antagonists,0.33362973877329594,0.46892653753405883,0.6196298063493,0.4415430890042868,0.4394012024236891,0.8310438767161188,0.5493973894432082
Cellular response to heat stress,0.33362973877329594,1.5495138599497604,0.645631145795111,0.9364617994711273,0.41220733503505774,0.5644807418891788,1.5360992311579398
Intestinal saccharidase deficiencies,0.33362973877329594,0.5958405955947986,0.8970075611358811,0.516628740786363,0.3544577274165331,1.79991587008238,0.6703810613733794
G beta:gamma signalling through BTK,0.33362973877329594,0.4788365094295219,1.2066820414767898,0.33926954073096355,0.4394012024236891,5.561800347633337,0.40830433006378386
Prevention of phagosomal-lysosomal fusion,0.33362973877329594,0.3510645151402919,0.42151970659075955,0.3437038982314047,0.32609104482748225,2.081019616816464,0.3225572463143805
NF-kB is activated and signals survival,0.33362973877329594,0.3026960685114295,0.4623699360258954,0.34500762465330675,0.37487936582089687,1.3150219170824224,0.3959542352963391
Metabolism of nitric oxide: eNOS activation and regulation,0.33362973877329594,0.33871289172223634,0.31359819244321246,0.3325403897478307,0.5293301177075338,0.6837688483501375,0.6159039724018529
eNOS activation,0.33362973877329594,0.3586028553859912,0.3579547298060995,0.33926954073096355,0.5262567582038156,0.5635387600471083,0.5964614441920657
Disassembly of the destruction complex and recruitment of AXIN to the membrane,0.33362973877329594,0.5104201517191181,2.287962949844348,0.30324965097790435,0.5965133778436379,1.2720223783902411,0.480852194465206
Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC),0.33362973877329594,0.3510645151402919,0.6144468887595615,0.5354780827127651,0.3878557097031892,0.397654730022687,0.6585703157306068
Diseases of Base Excision Repair,0.33362973877329594,0.35093325456674396,0.3922544970458914,0.7545430994452252,0.3995895231369183,2.3128361505067088,0.8562355265640327
IRAK2 mediated activation of TAK1 complex,0.33362973877329594,0.39626493918398875,0.39309597241925864,0.3709227308533949,0.36576176048005177,0.8546017593718683,0.4612462017676375
Attenuation phase,0.33362973877329594,2.4731510426684333,0.3441714873827065,0.5295386592553603,0.3406778699477704,3.3393347840052674,0.8972953450605314
Beta defensins,0.33331203674441495,0.3559994417179559,0.4679700520111793,0.357181763038259,0.40659126486487634,1.8881712245584592,0.7515331078018165
Signal transduction by L1,0.33331203674441495,0.33504506189282457,0.6178981980169863,0.377745787673025,0.5283963577661077,0.3128037813636436,0.9459000973953219
RMTs methylate histone arginines,0.33331203674441495,1.9486203325139886,0.325581772992619,0.37791346521058267,0.4568434061507975,0.6859153172466853,0.3430923438252329
COPII-mediated vesicle transport,0.33331203674441495,0.5479041359653877,2.0335947386119675,0.3522115808232755,0.35088061913844565,0.5259355034545312,0.8494953703136103
G alpha (s) signalling events,0.33331203674441495,0.42664620157096916,0.34908460054916557,0.31115332345832336,0.4507240040459089,0.5267259351850471,0.8569195441708705
Retrograde transport at the Trans-Golgi-Network,0.33331203674441495,0.7332175660277244,0.37787558365899887,0.5354780827127651,0.32800049118230695,3.782384827189091,0.6579057521403919
RNA Polymerase II Transcription Termination,0.33331203674441495,0.40363975349578657,0.6647345602846705,0.31406405192142334,0.3853751612426902,0.6837532459927336,1.1261247386459567
Triglyceride catabolism,0.33331203674441495,0.4788365094295219,1.1170434134975782,0.6809049629713311,0.335056185091921,5.354281616393652,0.39022803013512014
Collagen degradation,0.33331203674441495,0.660018151722631,0.4619019868733905,0.42682770496819705,0.33236458675301533,0.3488004343374067,0.376952193340189
Phospholipase C-mediated cascade; FGFR3,0.33331203674441495,0.3984289558542966,0.305213053589809,0.3522115808232755,0.4678322173768862,1.2530470995181504,0.3076442190334023
Energy dependent regulation of mTOR by LKB1-AMPK,0.33331203674441495,0.6385615301399149,2.380328730568974,0.30669080019090855,0.37116214200300085,2.0124565678638677,0.6641193310424961
Metabolism of proteins,0.33331203674441495,0.3088724561369422,1.3113702026321818,0.33076588586426786,0.5300353818238792,0.501728194296399,0.816258552924585
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR),0.33331203674441495,0.3148506673604588,0.5596395430962502,0.31530666513839,0.3544577274165331,1.0998207802646403,0.31411671352684895
MET receptor recycling,0.33331203674441495,0.3457193675228732,0.4411539909498909,0.3022303853451064,0.3930620478961559,0.7445715410934929,0.674877321877197
Synthesis of 15-eicosatetraenoic acid derivatives,0.33331203674441495,0.31843317641013524,1.541574144929805,0.39807591684582505,0.9808985470482607,3.5078266083550345,0.7692691710983327
mRNA decay by 3' to 5' exoribonuclease,0.33331203674441495,0.34832102718005886,0.5641622405668475,0.3613374324663735,0.3071639161525304,0.5407276007592552,0.724835672627741
Synthesis of glycosylphosphatidylinositol (GPI),0.33331203674441495,1.5326712705333538,0.9880959713449181,0.3638758212738493,0.3138617438026591,0.5665811966861493,0.6395205159712435
NOTCH4 Intracellular Domain Regulates Transcription,0.33331203674441495,1.855881140168251,0.34886876007411244,1.8705652255075031,0.4412134958261157,0.35714818652014596,0.3453292592125547
Sperm Motility And Taxes,0.33331203674441495,0.3886713294759547,3.9057777715988835,0.36902396034458956,0.32105703697341575,2.819892114004941,0.6912621634212274
RUNX1 regulates transcription of genes involved in interleukin signaling,0.33331203674441495,0.4420577665440262,0.6375001040637239,0.3325403897478307,0.33464492060269224,0.30294760877684757,0.4137705627970488
Terminal pathway of complement,0.33331203674441495,0.6804467027155674,1.031664467291707,1.8912200730853213,0.5015793941565088,3.4479738595594327,0.436420069421759
Inhibition of nitric oxide production,0.33331203674441495,1.3103188900005018,0.309630431123726,2.1299248906787684,0.3870252422407141,0.44794175598380687,0.5900878455892932
Resistance of ERBB2 KD mutants to afatinib,0.33331203674441495,0.44282414933445474,0.6337509333766013,0.33076588586426786,0.4568434061507975,1.1455116125787117,0.30278431678447215
Resistance of ERBB2 KD mutants to osimertinib,0.33331203674441495,0.44443601051854453,0.6337509333766013,0.33076588586426786,0.4568434061507975,1.1490223693796622,0.30278431678447215
Resistance of ERBB2 KD mutants to sapitinib,0.33331203674441495,0.44777333158819593,0.6337509333766013,0.33076588586426786,0.4568434061507975,1.1490223693796622,0.30278431678447215
Resistance of ERBB2 KD mutants to trastuzumab,0.33331203674441495,0.44282414933445474,0.6347347580333993,0.33076588586426786,0.4568434061507975,1.1583463879452527,0.30278431678447215
Drug-mediated inhibition of ERBB2 signaling,0.33331203674441495,0.4428091026226384,0.635581851585902,0.33076588586426786,0.4568434061507975,1.1807913062512005,0.30278431678447215
Resistance of ERBB2 KD mutants to neratinib,0.33331203674441495,0.44227409954858976,0.6347347580333993,0.33076588586426786,0.4568434061507975,1.1858172101949496,0.30278431678447215
Resistance of ERBB2 KD mutants to lapatinib,0.33331203674441495,0.44227409954858976,0.635581851585902,0.33076588586426786,0.4568434061507975,1.1832185811672804,0.30278431678447215
Resistance of ERBB2 KD mutants to AEE788,0.33331203674441495,0.44227409954858976,0.635581851585902,0.33076588586426786,0.4568434061507975,1.186488674036512,0.30278431678447215
Drug resistance in ERBB2 KD mutants,0.33331203674441495,0.44227409954858976,0.635581851585902,0.33076588586426786,0.4568434061507975,1.2074758009726063,0.30278431678447215
Resistance of ERBB2 KD mutants to tesevatinib,0.33331203674441495,0.44227409954858976,0.635581851585902,0.33076588586426786,0.4568434061507975,1.1898313053512828,0.30278431678447215
BDNF activates NTRK2 (TRKB) signaling,0.33331203674441495,0.3242524696726087,0.30418321185520636,0.4440308694364037,0.3934339165657706,0.5267259351850471,1.976298081614947
PTK6 Regulates Proteins Involved in RNA Processing,0.33331203674441495,0.30251216144429616,2.4290647825247405,0.34500762465330675,0.5971154678726047,3.6710905183211358,0.3772545539096652
NOSIP mediated eNOS trafficking,0.33331203674441495,1.1927360947461463,0.38282902956393544,0.31413695775263856,0.39611528289723225,0.5665811966861493,0.8738918312951495
Signaling by WNT in cancer,0.33331203674441495,0.603246594200587,2.827872817824763,0.3420941592907077,0.5062334650023668,0.32973074550998416,0.47274257316552853
Intracellular metabolism of fatty acids regulates insulin secretion,0.33331203674441495,0.7771640831272257,0.30799664250904074,0.3650347392099042,0.6909580451477536,2.8004334898345156,0.39029490932824723
Keratan sulfate biosynthesis,0.33331203674441495,0.5677987949361472,0.9966955269122604,0.31406405192142334,0.3403722694613229,1.8177658993162138,0.4878652385825586
Bile acid and bile salt metabolism,0.33298057496546035,2.0252923967732435,0.3367240286147775,1.3709254719484227,0.39025063868578824,5.825095461121663,0.40830433006378386
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),0.3329511448175509,0.3413293980204016,0.4797976397424338,0.39251926295946576,0.32789205627942436,11.306136361485594,0.39749139415952944
Activated NTRK2 signals through RAS,0.3328973269602914,0.34167388732594006,0.39699297219819757,0.3232865440685931,0.3878557097031892,3.1765185993396146,0.30278431678447215
Methionine salvage pathway,0.3324393005505899,2.2449288700508485,0.639924472096772,0.5715813973727314,0.3644539180528775,1.1193657989920098,0.4779338922469034
Nuclear Receptor transcription pathway,0.3324393005505899,0.4757429707706315,0.6187402571261187,0.4663844314188478,0.403787984075843,0.5657859458684034,0.3250841857804022
DNA Damage/Telomere Stress Induced Senescence,0.3324393005505899,1.8080770714145464,0.6524501167835685,0.3433697907844349,0.3403722694613229,1.6279358139366737,0.309915895364298
ChREBP activates metabolic gene expression,0.33167669730556315,0.4647304025875293,0.3827485495245476,0.5698157867584582,0.3344736946292545,1.3945268271377849,0.3077669648366321
Activation of Matrix Metalloproteinases,0.3315939532072155,0.5565507266078732,0.309064805715866,0.3650347392099042,0.3143301276532784,0.44001587734822745,2.7286188590120246
Spry regulation of FGF signaling,0.3315939532072155,1.5805022417093255,0.7194845249429889,0.7492463324823108,0.3544577274165331,6.796998350159797,0.42679913234388106
ADP signalling through P2Y purinoceptor 12,0.3315939532072155,0.43042155944936555,1.3766252918508708,0.3613374324663735,0.4412134958261157,6.196327311956293,0.30278431678447215
Elastic fibre formation,0.3315939532072155,1.545296480222362,0.3579547298060995,0.377745787673025,0.32416738120252064,4.606456645389179,0.4572821177030418
PTK6 Down-Regulation,0.3315939532072155,1.359821413270241,0.7931722619295862,0.377745787673025,0.6196608824292087,3.951368083031,0.45219459043831184
Beta oxidation of palmitoyl-CoA to myristoyl-CoA,0.3315939532072155,1.2204039526638528,0.303560678055002,1.101017116605047,0.46604273744907515,2.287184154073678,0.8387000047495574
NGF-independant TRKA activation,0.3315939532072155,0.7223072136687092,1.2066820414767898,0.7320108310856218,0.4394012024236891,0.6365424192653204,0.43932073123719284
Transcriptional activation of mitochondrial biogenesis,0.3315939532072155,0.8053336674550169,1.0326833858960955,0.46702199825184637,0.37395296024756713,0.6495128655889159,1.0412053551645464
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,0.3315939532072155,0.4788365094295219,0.36462496992449495,0.3102101914981953,0.4007087935435764,0.45189282899759164,0.4878652385825586
"Transport of vitamins, nucleosides, and related molecules",0.3315939532072155,0.5958405955947986,0.37044175815133445,0.36448308376227395,0.31949868413317944,0.5280158020801384,0.8827679954541124
"Adrenaline,noradrenaline inhibits insulin secretion",0.3315939532072155,0.31697142057349836,0.6647345602846705,0.3126159580914196,0.4100207839026664,8.47767367148698,0.5918320581908694
"Synthesis, secretion, and deacylation of Ghrelin",0.33138383904954166,0.6164850109062877,0.7038237953113021,0.31413695775263856,0.3930620478961559,0.44072467107629165,1.0059730762083003
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,0.33138383904954166,0.45761079735778376,0.4204706116855608,0.5249329557053981,0.36429192444147396,0.8666654632243039,0.603206099616273
Opioid Signalling,0.33138383904954166,0.6511705749423734,0.8533595071807811,0.35023179073078337,0.40144217859739917,13.897519749641924,0.41416420931642994
Regulation of cholesterol biosynthesis by SREBP (SREBF),0.33138383904954166,1.3172744012649678,0.6712814704125163,0.5638543801012635,0.3403722694613229,0.4236872747042731,1.0082183523513264
Regulation of TP53 Activity through Methylation,0.33138383904954166,0.4237924916712859,0.30285818257052505,0.46702199825184637,0.5817409146947677,0.31320496081533733,0.3970784737427066
Diseases associated with glycosaminoglycan metabolism,0.33138383904954166,0.7561293692766552,0.3395642215424359,0.33076588586426786,0.3544577274165331,2.510799960857304,0.8966557528866369
Activation of NOXA and translocation to mitochondria,0.33138383904954166,0.44227409954858976,0.30108749493616754,0.37791346521058267,1.723071954968727,0.39304449171571093,0.4582314178260092
NTF3 activates NTRK3 signaling,0.33138383904954166,0.3288714815669623,1.046699115950008,0.9364617994711273,0.4507240040459089,0.3192790629485942,1.4598759290895096
Muscarinic acetylcholine receptors,0.33138383904954166,0.4788365094295219,0.5832549230112618,0.33076588586426786,0.32006900492111157,2.366343324122875,0.47730385422010285
Opsins,0.33138383904954166,0.48821012495601684,0.42930046667704547,0.3126159580914196,0.32105703697341575,0.3570195133968163,0.3371681867994146
TWIK-related alkaline pH activated K+ channel (TALK),0.33138383904954166,0.4393366400540071,0.36909491152061935,0.3210783391967535,0.5331068286775944,1.2735136057786394,0.6202305135402281
Serotonin Neurotransmitter Release Cycle,0.33138383904954166,0.5519775888320267,0.5181274170483404,0.34500762465330675,0.40659126486487634,0.4815694187088442,1.5700272340309387
Signaling by WNT,0.33138383904954166,1.0631417537005035,0.3139574595368121,0.4131183985196884,0.42609447613977103,0.3425730091681411,0.7723398092484807
GRB7 events in ERBB2 signaling,0.33138383904954166,0.6156480966272587,2.3682514521930944,0.5249329557053981,0.5219317460208935,3.951368083031,0.8773674832437431
PKA activation,0.33138383904954166,2.080152587903454,0.6337509333766013,2.4010764346749487,0.4678322173768862,1.9361441311616376,0.734698458011336
Acetylcholine binding and downstream events,0.33138383904954166,0.5565507266078732,0.39309597241925864,0.3133665011422615,0.39210878129806637,0.3822599962310496,0.42604798525372994
RA biosynthesis pathway,0.33138383904954166,0.4788365094295219,1.9206654597747614,0.4898053837338091,0.49540097227557045,4.976438836126337,0.5129490307572733
Postsynaptic nicotinic acetylcholine receptors,0.3308410096578218,0.5565507266078732,0.3910490173676533,0.312832487664738,0.39210878129806637,0.38101212380010263,0.4258249318277136
RNA Polymerase II Pre-transcription Events,0.33025170214812466,0.43815178221804674,1.6632405913404489,0.3729660635848839,1.0804532913961529,0.3500721073481262,0.5129490307572733
Reduction of cytosolic Ca++ levels,0.3299622876198062,0.3967816616170723,0.4619019868733905,0.7285995775455892,0.41972115228748363,1.5310737871282216,0.43932073123719284
Defective LFNG causes SCDO3,0.3299622876198062,1.9846503791724426,0.30285818257052505,1.503907279580513,0.48996137792519767,0.919132022329383,0.38905142214135907
FRS-mediated FGFR4 signaling,0.3298715073183038,0.4804303494846882,0.833089918869621,0.32630742503346666,0.3612772049304231,0.8343323050391322,0.5714396985334061
A tetrasaccharide linker sequence is required for GAG synthesis,0.3298715073183038,0.6783032359193764,0.5788977026992086,0.31406405192142334,0.3254196115175509,0.48243641923800984,2.972702500321713
Extracellular matrix organization,0.3298715073183038,1.6576152618911641,0.3307210602605074,0.38015955186629596,0.33389149454531275,4.5859907222912994,0.4673004291531218
SHC-mediated cascade:FGFR3,0.3298715073183038,0.5031720375069153,0.4749916668147012,0.3255019865854036,0.37110153913477273,3.8299901664739124,0.3053571718161827
Mitochondrial biogenesis,0.32952753918586164,1.1728491614139245,0.38293594449354956,0.6310918660152192,0.3470125787733673,2.081249554186199,0.7894561349494562
Collagen formation,0.32927438819895494,1.311998569350695,0.34908460054916557,0.3443190357076741,0.4568434061507975,0.5347116528686365,0.30330725759028837
MAP2K and MAPK activation,0.32927438819895494,0.36635055077698886,0.638811842670544,0.3080921799812407,0.4950582541512555,1.9282022010003956,0.43535471842952167
Zinc transporters,0.3288088591037728,0.4389680702708547,3.1982478484509675,0.3210783391967535,0.39388368066610474,0.3495448552161156,0.3866014525086952
NCAM1 interactions,0.3288088591037728,1.2713790571457095,0.3099466402572955,0.33076588586426786,0.3071639161525304,0.8952374203095887,0.30278431678447215
Regulation of TP53 Expression and Degradation,0.3288088591037728,0.3223732079441458,0.49415718131594577,0.5253880824403414,0.565982395483513,0.4287191198742104,0.3076442190334023
Highly calcium permeable nicotinic acetylcholine receptors,0.3288088591037728,0.31524626085366114,0.3574607901818434,0.3444571072963332,0.46604273744907515,0.35209336379236933,0.5436610858108966
Intestinal infectious diseases,0.3288088591037728,0.4757429707706315,0.37298008040741326,0.31530666513839,0.3849312882157625,0.9321608036506422,0.3700204790529201
Transcriptional regulation by small RNAs,0.3269471287064866,1.892585385011861,0.4828893924382902,0.4182659752589027,0.4922774409171271,0.34395059923350274,0.3548492432744763
Alpha-defensins,0.3268548350628851,0.44227409954858976,0.4952399254890464,0.30376108736411345,0.4953854738872415,0.7129390384410459,0.6709874009532607
Signaling by NTRK3 (TRKC),0.32671310086572314,0.4526489555267599,0.6387647934962475,0.37791346521058267,0.32105703697341575,5.370695599663523,0.3472655406466345
Anchoring fibril formation,0.32671310086572314,1.229785293064971,0.5004545965593367,0.35023179073078337,0.6284015974389694,0.5330254912737411,0.4239637746473298
Cohesin Loading onto Chromatin,0.32671310086572314,1.5163013074021197,1.6020716616727677,0.6756834948756286,0.3620214731945522,0.35361435502879,0.601739868624357
Intracellular oxygen transport,0.32671310086572314,2.69514506382913,0.5303207253535652,1.3282663273875113,0.3652449194299025,9.278693135483476,0.3981679596419916
Utilization of Ketone Bodies,0.32671310086572314,0.35439750454658414,0.7951343333777319,0.31406405192142334,0.4922774409171271,3.7820518593051546,0.3558387866829997
Aquaporin-mediated transport,0.32671310086572314,0.5694942523816988,1.1769540974658323,0.5120762850209457,0.40659126486487634,12.377011949264494,0.3638217144164597
FRS-mediated FGFR3 signaling,0.32671310086572314,0.44227409954858976,0.34646075595502507,0.35897172836880065,0.32800049118230695,3.285570187423655,0.30564313655487896
Termination of O-glycan biosynthesis,0.32671310086572314,0.49070184648519655,0.45697236921912715,0.7680749998424792,0.4100207839026664,0.7475042200517471,0.597814187346741
ERK/MAPK targets,0.32565869379094275,0.5471840327551817,0.4070529182560217,0.31413695775263856,0.3596116978725305,1.9445458082664675,0.8075526315565017
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.32565869379094275,0.34737771315400495,0.6647345602846705,0.33076588586426786,0.3644539180528775,4.300003790221659,0.3132075258668126
Signaling by Ligand-Responsive EGFR Variants in Cancer,0.32565869379094275,0.3475211864393831,0.6647345602846705,0.33076588586426786,0.3644539180528775,4.2970151006482205,0.3132075258668126
RORA activates gene expression,0.32565869379094275,0.4788365094295219,1.107463722206181,0.33076588586426786,0.5102964310686829,0.5047979592072062,0.8920572986315
Assembly Of The HIV Virion,0.32565869379094275,0.4627309951511139,0.9107216707435635,0.614373950620299,0.3077403868694013,4.144924065432349,0.9261080409869564
Semaphorin interactions,0.32565869379094275,1.0448064621071822,0.6012241965112204,0.34028249669006744,0.5371377503772764,19.05022321708058,0.4090149132031791
Post-translational protein phosphorylation,0.32565869379094275,1.1478325057846503,0.6791923392899094,0.5169762739575535,0.32124069347594625,3.97596967160683,1.4598759290895096
Dual Incision in GG-NER,0.32565869379094275,0.3369350433320172,1.0729647473342026,0.31406405192142334,1.820571764972795,1.4427549152756105,0.32203905540997435
Cellular responses to stress,0.32565869379094275,0.4649278207945483,1.615767032921066,0.5095253750441331,0.3644539180528775,0.48243641923800984,0.6579057521403919
Sema4D induced cell migration and growth-cone collapse,0.32565869379094275,1.645291063554907,0.8250469286432612,4.109353289828383,0.3644539180528775,0.46753677669802063,0.9165669597390453
Processing of SMDT1,0.32565869379094275,0.44227409954858976,0.4876894771944981,0.5169762739575535,0.39388368066610474,0.6722206241083953,0.3464489177987487
HDL assembly,0.32565869379094275,2.6905250378743943,0.4679700520111793,0.5469572720316332,0.32124063360597066,5.6864379256508375,0.5366619957355846
Melanin biosynthesis,0.3245907207740989,0.337915961179589,0.38702855875151665,0.5141087819343777,0.3041624470006964,0.32298818944862967,0.45511206623130657
Regulation of TP53 Degradation,0.3245746992173895,0.31109751985435913,0.5053269722459036,0.5249329557053981,0.5396493882615422,0.3495173338783442,0.3076442190334023
Senescence-Associated Secretory Phenotype (SASP),0.3245746992173895,2.0041360120510268,0.3195818763784648,0.4195954327305734,0.44835993310291344,1.3914501912300101,0.30278431678447215
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,0.3244911709196708,1.6383002223565077,0.41656413911921997,0.5168999286616993,0.6879609567607279,0.5701259188859696,0.30330725759028837
Synthesis of PIPs at the early endosome membrane,0.32412784325270283,0.8028965885639533,1.9206654597747614,0.3126159580914196,0.39388368066610474,0.7434245331335398,1.1780359770346283
Ras activation upon Ca2+ influx through NMDA receptor,0.3240007013375828,0.7931726846877779,0.6178632869848506,0.3283690883438442,0.3268549665312211,0.3438861959839347,0.7117154399660965
Synthesis of bile acids and bile salts via 27-hydroxycholesterol,0.32213340868774426,1.3632463316604377,0.6647345602846705,1.1661730998110786,0.3579344012903948,2.8188360418376046,0.6395205159712435
Deadenylation-dependent mRNA decay,0.32213340868774426,0.4378764711343367,1.307474480554943,0.31115332345832336,0.4429747914948336,0.33341344118487565,0.5049426174166313
Neurophilin interactions with VEGF and VEGFR,0.32213340868774426,0.762111850383889,0.41956605747469905,0.3220926025195848,0.4412134958261157,6.979630482070121,0.42405498027244104
p38MAPK events,0.32213340868774426,0.7073571356562612,0.3777666217579015,0.31406405192142334,0.39747173130224506,0.9808848184744621,0.4749324016890895
Signaling by FGFR4,0.3220702612658783,0.3869074952818845,1.6364163674393888,0.3612650528179414,0.33389149454531275,5.066451067816996,0.3304570093946506
Defective GALNT12 causes colorectal cancer 1 (CRCS1),0.3218817024425987,0.4151266266704886,0.8899990477394203,0.5303351737776653,0.39747173130224506,0.48243641923800984,0.6159039724018529
Post-translational protein modification,0.32178863305608807,0.36209961972430393,0.8982402024655524,0.3247186262532644,0.3870252422407141,0.36497202652376765,0.8696842725225882
Ceramide signalling,0.3210356005999258,0.5138735430859052,0.6791923392899094,0.9817344642657578,0.3269722611299729,3.092771359361679,1.5749420215983962
Regulation of cortical dendrite branching,0.3204955696772891,0.721392241826102,0.30418321185520636,0.4532088953732765,0.7583213626264185,0.3762815315009415,0.4074619331784924
Cargo recognition for clathrin-mediated endocytosis,0.3201522578922899,0.887377738737015,1.205123707744495,0.3133665011422615,0.4394012024236891,3.1514730940537494,0.6456195306939574
Inositol transporters,0.3201522578922899,0.3846942455040212,4.112238152933974,0.3612650528179414,0.3544577274165331,0.5785881172196763,0.8246406214451465
Transport of fatty acids,0.3201522578922899,0.3654779985375906,0.30418321185520636,0.35746315866956857,0.3062477324990988,0.6013912469243939,0.7046084020911433
"GABA synthesis, release, reuptake and degradation",0.3201522578922899,0.3886713294759547,0.6647345602846705,0.3325403897478307,0.39611528289723225,0.6313699726398461,0.47730385422010285
NTF3 activates NTRK2 (TRKB) signaling,0.3201522578922899,0.45440004570042547,1.2137261008396159,0.7964505899835449,0.5371377503772764,0.43109287285938774,1.5749420215983962
Wax and plasmalogen biosynthesis,0.3201522578922899,0.31979698022717656,0.4749916668147012,0.8441553987046646,0.41448711839950864,1.0785500469622604,0.45219459043831184
Biosynthesis of DPAn-6 SPMs,0.3198706738011242,0.3071128122122555,0.45697236921912715,0.3443190357076741,0.3617776672131687,0.9995523815606242,0.48886822808994357
Leukotriene receptors,0.3198706738011242,0.35591495968525594,0.33650122867552823,0.31530666513839,0.44835993310291344,1.6424830975174278,0.7886890086430565
FOXO-mediated transcription of cell cycle genes,0.3198706738011242,0.40211125538565895,1.4020106547922055,0.3163262204481669,0.3930620478961559,7.202764104619965,0.3436308783007302
Zinc influx into cells by the SLC39 gene family,0.3198706738011242,0.7840753180362913,2.953645588369365,0.33076588586426786,0.39905011322511413,0.3406915715480663,0.3651055559896486
Signaling by FGFR3,0.3198706738011242,0.4707526078558774,0.7705735486992861,0.31894873917892935,0.39747173130224506,6.210324442443557,0.405497788166309
Fatty acyl-CoA biosynthesis,0.3198706738011242,0.40594021400370056,0.5853470005787913,0.35023179073078337,0.49540097227557045,1.4552874691944526,0.6395205159712435
Late Phase of HIV Life Cycle,0.3198706738011242,0.5964891032919118,1.9937488530462846,0.4182659752589027,0.4412134958261157,0.3192790629485942,0.7955563412991538
HSF1-dependent transactivation,0.3198706738011242,2.779524099447062,0.33268108740143676,0.5759601047469928,0.30727400984706355,3.7767698605042823,0.8773674832437431
Regulation of signaling by NODAL,0.3198706738011242,0.4927591590767967,0.4411539909498909,0.37515483699272556,0.30835341746858486,0.3705038061171219,0.4027834132248454
Signaling by NTRK1 (TRKA),0.3198706738011242,0.7920174338778856,0.976741200736459,0.3102101914981953,0.4404051513148065,0.4824623233650869,0.8773674832437431
